nm;bby70;bby72;bby74;bby76;bby78;bby80;bby82;bby84;bby86;bby88;bby90;LHCII;PSII core;PSI maize;C2S2M2;GoodFig2A;OffSetFig2B;ScatFig2C;DegrFig2D;a/b_9_F5;
560.8;0.09361;0.093405;0.09339;0.09368;0.093485;0.093105;0.09315;0.09266;0.0929;0.0931;0.09267;0.11158684;0.062741017;0.06433365;0.090495827;0.077573333;0.097573333;0.11032634;0.07559686;0.062765528;
561.2;0.094725;0.094525;0.09462;0.09493;0.09462;0.09428;0.09438;0.09391;0.094245;0.09432;0.09389;0.112474558;0.063536757;0.06540489;0.091537388;0.07857;0.09857;0.111217427;0.076334232;0.063854354;
561.6;0.09605;0.095855;0.096;0.096205;0.096145;0.09565;0.09573;0.09524;0.095555;0.095735;0.0952;0.113965206;0.064852788;0.066571549;0.092603949;0.079603333;0.099603333;0.11214533;0.077158162;0.065597818;
562;0.097525;0.097075;0.097205;0.097555;0.09737;0.09696;0.097085;0.096665;0.09695;0.09719;0.096735;0.115481561;0.065740344;0.067821732;0.093699191;0.080813333;0.100813333;0.11325005;0.078125139;0.066539897;
562.4;0.09871;0.098535;0.098825;0.099015;0.098885;0.09838;0.09847;0.09799;0.0983;0.098535;0.0981;0.116883604;0.067240007;0.069176433;0.095217058;0.082103333;0.102103333;0.11443492;0.079055385;0.067685897;
562.8;0.100075;0.099805;0.099855;0.100275;0.100055;0.0997;0.099775;0.099375;0.09954;0.099915;0.099415;0.1181669;0.068249985;0.070410669;0.096197576;0.083446667;0.103446667;0.115673273;0.08018719;0.069311929;
563.2;0.101525;0.101385;0.10162;0.101775;0.10154;0.10121;0.10133;0.10091;0.10109;0.101395;0.10093;0.119765432;0.069719043;0.071759423;0.097607027;0.084806667;0.104806667;0.116928441;0.08115472;0.070648545;
563.6;0.10295;0.10278;0.102845;0.1032;0.102985;0.102565;0.102635;0.10217;0.10248;0.102845;0.102315;0.121221956;0.070882047;0.073091047;0.099092532;0.086056667;0.106056667;0.118073758;0.082078054;0.07167193;
564;0.10442;0.10426;0.1044;0.10457;0.10449;0.10413;0.104155;0.103795;0.103975;0.1043;0.10396;0.122618183;0.072810185;0.074386623;0.100554884;0.087373333;0.107373333;0.119285891;0.083303823;0.073256301;
564.4;0.105745;0.105525;0.10565;0.105965;0.105805;0.10543;0.10543;0.105205;0.105315;0.105725;0.105115;0.124060015;0.073667136;0.075752924;0.102006445;0.088746667;0.108746667;0.120554838;0.084337742;0.074537132;
564.8;0.10719;0.106925;0.107255;0.10735;0.107235;0.107055;0.107075;0.106675;0.106885;0.107255;0.10676;0.125127388;0.074921956;0.077122264;0.103583257;0.09;0.11;0.121703933;0.085496168;0.07610337;
565.2;0.108835;0.108685;0.10886;0.108985;0.109;0.1085;0.10868;0.108205;0.108495;0.108735;0.108295;0.126890733;0.076574647;0.078494464;0.105094553;0.091583333;0.111583333;0.123183176;0.086537267;0.077203764;
565.6;0.11026;0.10992;0.11023;0.110325;0.11032;0.109935;0.110005;0.109695;0.10994;0.11017;0.109705;0.128446572;0.077860072;0.079927284;0.106746893;0.09293;0.11293;0.124425899;0.087418031;0.078758531;
566;0.111935;0.11155;0.11174;0.11195;0.11189;0.11152;0.11153;0.111155;0.11142;0.11175;0.111285;0.130203794;0.079451552;0.081461939;0.108337134;0.09438;0.11438;0.125772103;0.088477697;0.080147404;
566.4;0.113375;0.11319;0.113355;0.113545;0.11353;0.113075;0.113325;0.11273;0.112995;0.11323;0.112855;0.131575998;0.080492134;0.082848502;0.109525277;0.095516667;0.115516667;0.126805119;0.089459097;0.081697263;
566.8;0.11495;0.114895;0.114915;0.115025;0.11514;0.114685;0.114745;0.11435;0.114535;0.11497;0.114385;0.133269104;0.081991798;0.084219125;0.111025782;0.096776667;0.116776667;0.127961616;0.090374357;0.083590957;
567.2;0.11658;0.11633;0.116395;0.11654;0.116645;0.116135;0.11626;0.115895;0.11603;0.116225;0.11581;0.13459295;0.083613883;0.085616468;0.112200244;0.098116667;0.118116667;0.129198258;0.091642074;0.084632816;
567.6;0.118175;0.117915;0.11786;0.118195;0.11801;0.117645;0.117805;0.117225;0.1175;0.117725;0.117235;0.136385676;0.084532044;0.086995533;0.113625485;0.099433333;0.119433333;0.130411713;0.092562059;0.086313294;
568;0.119495;0.11939;0.11933;0.119615;0.119515;0.11907;0.119145;0.118675;0.11882;0.119115;0.11844;0.138016191;0.085848075;0.088603316;0.115011517;0.10074;0.12074;0.131615313;0.093386099;0.087634261;
568.4;0.12086;0.12052;0.12052;0.12093;0.12082;0.1205;0.12045;0.1197;0.11994;0.12043;0.119715;0.139559787;0.087500765;0.090051587;0.116388341;0.102033333;0.122033333;0.132805725;0.094517094;0.08890112;
568.8;0.12226;0.122005;0.12211;0.122295;0.122175;0.12175;0.121855;0.12106;0.12137;0.121585;0.120945;0.140851803;0.088418926;0.091319204;0.117817526;0.10338;0.12338;0.134049615;0.095361413;0.09015653;
569.2;0.12359;0.123295;0.123365;0.12374;0.12344;0.123135;0.12312;0.12242;0.122525;0.122935;0.122385;0.14248783;0.089826774;0.092593721;0.119164086;0.10467;0.12467;0.135236982;0.096531872;0.09170508;
569.6;0.12471;0.124385;0.124505;0.124735;0.12468;0.12397;0.124115;0.12343;0.12377;0.124045;0.12337;0.143748017;0.091020383;0.094035892;0.120638272;0.105606667;0.125606667;0.136071161;0.097212509;0.092687115;
570;0.126625;0.126395;0.126365;0.12669;0.12644;0.126125;0.126025;0.125545;0.125835;0.125845;0.12536;0.144906746;0.092458836;0.095281708;0.121835359;0.107096667;0.127096667;0.137458816;0.098592041;0.094192355;
570.4;0.127885;0.127615;0.127575;0.12797;0.127615;0.12748;0.127355;0.126735;0.12703;0.12723;0.126525;0.146712479;0.093836078;0.096603373;0.123364017;0.108246667;0.128246667;0.138506616;0.099466853;0.095573864;
570.8;0.1293;0.1291;0.12923;0.129235;0.129115;0.128745;0.128675;0.128135;0.12827;0.128415;0.12788;0.147985672;0.094907266;0.097822014;0.124541895;0.10955;0.12955;0.139707892;0.100183458;0.097002415;
571.2;0.130515;0.130265;0.130135;0.13054;0.130235;0.12985;0.129755;0.12928;0.129345;0.129595;0.12896;0.149279526;0.095794822;0.099157633;0.12547583;0.110493333;0.130493333;0.14054931;0.101079633;0.097969644;
571.6;0.131825;0.13145;0.13161;0.131655;0.13131;0.131045;0.13096;0.130465;0.13056;0.13076;0.130055;0.150513701;0.096621167;0.100196163;0.126652653;0.111826667;0.131826667;0.141780872;0.101788691;0.099169965;
572;0.132895;0.13256;0.13278;0.13278;0.1326;0.13227;0.13207;0.13161;0.13161;0.131835;0.1312;0.151505629;0.098182041;0.101316704;0.127672115;0.112786667;0.132786667;0.142639242;0.102730251;0.100361035;
572.4;0.13424;0.133805;0.13386;0.133985;0.133895;0.133515;0.13335;0.132745;0.13285;0.13298;0.132355;0.152805605;0.099345045;0.102486037;0.128938674;0.113993333;0.133993333;0.143744421;0.103666348;0.101512441;
572.8;0.13543;0.13513;0.13517;0.135215;0.135155;0.134545;0.134335;0.13381;0.133995;0.13395;0.13337;0.153808092;0.100355022;0.103656353;0.13030865;0.114953333;0.134953333;0.144603075;0.104296367;0.102909186;
573.2;0.13644;0.13598;0.136215;0.136425;0.136025;0.135605;0.1355;0.134845;0.135135;0.135045;0.1344;0.154987939;0.101211973;0.104894143;0.131380737;0.115986667;0.135986667;0.145535204;0.105094553;0.103727685;
573.6;0.13759;0.13728;0.13724;0.137475;0.13709;0.136705;0.13656;0.135925;0.13615;0.136;0.135425;0.156216145;0.101885291;0.105909192;0.132424671;0.116933333;0.136933333;0.146380807;0.1059645;0.104655404;
574;0.138905;0.138325;0.138385;0.1385;0.13828;0.13786;0.13761;0.13701;0.137165;0.137185;0.13663;0.1570578;0.103231928;0.106924301;0.133438868;0.118;0.138;0.147346552;0.106846851;0.105817682;
574.4;0.139835;0.13939;0.139415;0.13965;0.1393;0.13885;0.13866;0.13814;0.138265;0.13812;0.137415;0.158618381;0.103844035;0.107783265;0.134382274;0.119016667;0.139016667;0.148262437;0.107319959;0.10691688;
574.8;0.140875;0.14041;0.140475;0.14055;0.14036;0.139765;0.139535;0.138875;0.13903;0.13915;0.138325;0.159349856;0.104486748;0.108855102;0.135204889;0.119666667;0.139666667;0.148811795;0.108321998;0.107962564;
575.2;0.141935;0.14152;0.14166;0.14166;0.14139;0.14097;0.14057;0.140005;0.139995;0.140045;0.13933;0.160444927;0.105710963;0.109698821;0.136367239;0.120623333;0.140623333;0.14966796;0.108818322;0.108752448;
575.6;0.1427;0.14235;0.142425;0.14245;0.14219;0.141785;0.14143;0.140905;0.140765;0.140855;0.14011;0.161521174;0.106292465;0.110557031;0.137387492;0.121643333;0.141643333;0.150587598;0.109461675;0.109566417;
576;0.14377;0.14337;0.143435;0.143545;0.143095;0.142805;0.142465;0.141845;0.141695;0.141885;0.14102;0.162502237;0.107333048;0.111562337;0.1379288;0.122563333;0.142563333;0.151407375;0.11010901;0.110490721;
576.4;0.144995;0.1445;0.14467;0.144525;0.14437;0.143835;0.14359;0.142905;0.142835;0.142855;0.14202;0.164065114;0.107700312;0.112574503;0.13908404;0.12343;0.14343;0.152173959;0.111102575;0.111360879;
576.8;0.146095;0.145395;0.14554;0.145515;0.145165;0.14472;0.144385;0.143775;0.14366;0.143695;0.14301;0.165085966;0.108496052;0.113419745;0.140027445;0.124406667;0.144406667;0.153050681;0.1115462;0.112238714;
577.2;0.147035;0.146485;0.146605;0.146365;0.146155;0.14571;0.145315;0.14462;0.144755;0.14468;0.143755;0.165906961;0.109995715;0.114098514;0.140954281;0.12508;0.14508;0.153624208;0.11219268;0.113084677;
577.6;0.1478;0.147245;0.14731;0.147275;0.1469;0.14644;0.14622;0.14555;0.14529;0.145345;0.144475;0.167037993;0.110730244;0.114895128;0.141906104;0.12582;0.14582;0.15426454;0.113141151;0.113656679;
578;0.14872;0.14834;0.148425;0.1484;0.14795;0.14745;0.147175;0.146395;0.146305;0.14632;0.14539;0.168036042;0.111036298;0.115682039;0.142512147;0.12677;0.14677;0.155115011;0.113486672;0.114702708;
578.4;0.14993;0.149435;0.149295;0.149315;0.14881;0.148455;0.14803;0.147345;0.14725;0.147145;0.146335;0.16886928;0.111372957;0.11641954;0.143258191;0.127563333;0.147563333;0.155808951;0.114232409;0.115228315;
578.8;0.15069;0.15019;0.150245;0.1501;0.149555;0.1492;0.148935;0.14817;0.14801;0.147845;0.146945;0.169691349;0.111862643;0.117227116;0.144002389;0.128326667;0.148326667;0.15647303;0.11480895;0.115910554;
579.2;0.151665;0.151205;0.151325;0.151115;0.150525;0.150175;0.14975;0.149045;0.148845;0.148815;0.1478;0.170778003;0.112750199;0.117690917;0.144921322;0.129033333;0.149033333;0.157080579;0.115600684;0.116405799;
579.6;0.15241;0.152015;0.15209;0.15193;0.151415;0.15099;0.150665;0.149775;0.149515;0.1494;0.14862;0.171611394;0.113086858;0.118256617;0.145641046;0.12972;0.14972;0.157668265;0.116002387;0.117192575;
580;0.15337;0.152975;0.152865;0.152605;0.152125;0.151565;0.151295;0.150445;0.15021;0.150005;0.14926;0.172894994;0.11320928;0.11877882;0.146271563;0.13041;0.15041;0.15825942;0.116572312;0.118084808;
580.4;0.154075;0.15374;0.153725;0.15329;0.15277;0.152415;0.15205;0.15122;0.15101;0.15077;0.149985;0.173740628;0.114219257;0.119533529;0.147099189;0.13097;0.15097;0.158720712;0.117180185;0.118381495;
580.8;0.15518;0.1547;0.1545;0.15449;0.153845;0.153375;0.152795;0.152005;0.15182;0.151555;0.15075;0.174577846;0.114402889;0.120001888;0.147624441;0.13164;0.15164;0.15929214;0.117453294;0.118728416;
581.2;0.155995;0.15534;0.15522;0.15512;0.154495;0.15392;0.153505;0.152695;0.152385;0.15212;0.15132;0.175571306;0.114831364;0.120316297;0.148392583;0.13222;0.15222;0.159773703;0.118302341;0.119423308;
581.6;0.15683;0.156265;0.156135;0.155865;0.155285;0.15473;0.15431;0.153375;0.152975;0.15277;0.15182;0.176419692;0.114953786;0.12068775;0.148982835;0.13276;0.15276;0.160215402;0.118679108;0.119834259;
582;0.15741;0.156775;0.156775;0.156495;0.15593;0.15539;0.154825;0.15388;0.153435;0.153285;0.152325;0.177713394;0.115168024;0.120903417;0.14977256;0.133126667;0.153126667;0.160483903;0.119500766;0.119839089;
582.4;0.15815;0.15752;0.157585;0.157095;0.156545;0.155985;0.15535;0.154295;0.15404;0.15367;0.15279;0.178056024;0.115014997;0.121043199;0.150183075;0.133513333;0.153513333;0.160772538;0.1199209;0.11991938;
582.8;0.158745;0.158145;0.15804;0.157595;0.157075;0.156385;0.15582;0.15479;0.154425;0.154;0.15315;0.178935477;0.115351656;0.121410676;0.150785438;0.134093333;0.154093333;0.161254641;0.120301038;0.120259051;
583.2;0.159505;0.15892;0.1588;0.158335;0.15773;0.156945;0.15636;0.155335;0.15501;0.15446;0.153305;0.179994891;0.115382261;0.12163784;0.151078064;0.134416667;0.154416667;0.161480213;0.120567041;0.120470674;
583.6;0.160175;0.15952;0.159385;0.158895;0.158245;0.157475;0.15673;0.15575;0.155355;0.15495;0.15374;0.180612512;0.115535288;0.121610376;0.151754108;0.13465;0.15465;0.161615918;0.120814246;0.120279749;
584;0.16087;0.160225;0.159955;0.15954;0.15884;0.15801;0.157315;0.156215;0.15595;0.155285;0.154185;0.181460136;0.115229234;0.12154234;0.152011206;0.135023333;0.155023333;0.161891756;0.121517185;0.120164725;
584.4;0.161385;0.160435;0.160345;0.159825;0.159145;0.1583;0.157555;0.15637;0.15598;0.155305;0.15417;0.18205664;0.115076207;0.121471712;0.151998318;0.13532;0.15532;0.162091062;0.121829132;0.11992191;
584.8;0.16197;0.16107;0.1611;0.160375;0.159585;0.158865;0.157905;0.156715;0.156245;0.155615;0.154465;0.182813365;0.114770154;0.121313397;0.152355944;0.135586667;0.155586667;0.162260501;0.121766722;0.120261297;
585.2;0.16249;0.161645;0.16139;0.16073;0.160045;0.159135;0.15828;0.156925;0.15657;0.155855;0.154615;0.183356768;0.114800759;0.121058794;0.152688571;0.135733333;0.155733333;0.162310072;0.122300504;0.119887402;
585.6;0.162885;0.161995;0.1618;0.16121;0.1604;0.15946;0.158435;0.157145;0.15692;0.155925;0.154765;0.183883033;0.114096835;0.120873099;0.152689363;0.13579;0.15579;0.162269777;0.122539971;0.119263324;
586;0.16331;0.162145;0.162205;0.16136;0.160575;0.159535;0.15867;0.157205;0.15675;0.155955;0.15465;0.184301718;0.113821387;0.120611753;0.152696474;0.13583;0.15583;0.162212947;0.122666257;0.11894475;
586.4;0.163525;0.16269;0.16235;0.16156;0.160845;0.159755;0.158815;0.157345;0.156935;0.15615;0.154735;0.185086141;0.113454123;0.120313069;0.15264621;0.13605;0.15605;0.162336249;0.122913438;0.119024861;
586.8;0.16396;0.16299;0.1628;0.161915;0.16122;0.16013;0.15906;0.15763;0.157035;0.15613;0.15484;0.185536655;0.113056253;0.119895884;0.153270144;0.136273333;0.156273333;0.162463016;0.123020102;0.118257767;
587.2;0.16418;0.16322;0.16297;0.16215;0.16126;0.16011;0.15898;0.157735;0.15703;0.15598;0.15464;0.185767268;0.112597172;0.119333408;0.153186463;0.136283333;0.156283333;0.162376581;0.12333361;0.118063872;
587.6;0.16455;0.16363;0.16321;0.16227;0.16144;0.16039;0.159295;0.157665;0.157205;0.15618;0.15465;0.186669525;0.111954459;0.11895516;0.153335408;0.136276667;0.156276667;0.162273612;0.123479452;0.117478424;
588;0.16488;0.16388;0.16345;0.16248;0.161665;0.160425;0.15924;0.15781;0.157165;0.1561;0.15453;0.187008175;0.112046275;0.118489655;0.153420937;0.13626;0.15626;0.162160773;0.12386481;0.117061786;
588.4;0.16521;0.1641;0.163655;0.162725;0.161785;0.160645;0.159485;0.157825;0.15714;0.15619;0.15447;0.187471543;0.111770827;0.118118116;0.153397256;0.136156667;0.156156667;0.161961398;0.124178444;0.116836381;
588.8;0.16538;0.164315;0.163865;0.16275;0.161845;0.160685;0.159445;0.157765;0.157075;0.155935;0.154495;0.187816315;0.110944482;0.117628176;0.153528563;0.13616;0.15616;0.16186882;0.124213345;0.116127846;
589.2;0.165625;0.164595;0.163955;0.163025;0.161995;0.160735;0.159515;0.157805;0.157125;0.156025;0.154395;0.188083042;0.110240558;0.117139815;0.153409619;0.136233333;0.156233333;0.161846373;0.124237127;0.115598245;
589.6;0.16583;0.164745;0.164195;0.16324;0.162265;0.16104;0.15969;0.157945;0.157345;0.15614;0.154485;0.188516571;0.109781478;0.116843318;0.153517773;0.136326667;0.156326667;0.161844055;0.124387239;0.115257131;
590;0.16586;0.16482;0.164345;0.163185;0.16224;0.16089;0.159635;0.15792;0.157005;0.155955;0.15434;0.189114911;0.109750872;0.116206087;0.153523829;0.136076667;0.156076667;0.161498534;0.124542875;0.115072049;
590.4;0.166485;0.1654;0.16483;0.16357;0.16264;0.16124;0.15998;0.15823;0.157545;0.15629;0.15452;0.189347667;0.10916937;0.115856744;0.153506982;0.135956667;0.155956667;0.161283143;0.124592987;0.114801192;
590.8;0.166565;0.165515;0.16494;0.16384;0.162785;0.1614;0.16007;0.15837;0.157525;0.15632;0.15466;0.189815015;0.108893922;0.115527325;0.153685928;0.135916667;0.155916667;0.16114788;0.125073745;0.114239612;
591.2;0.166775;0.165935;0.165145;0.16414;0.163075;0.161675;0.160295;0.15859;0.15784;0.15663;0.154995;0.190163766;0.108496052;0.115195827;0.154106443;0.136216667;0.156216667;0.161352747;0.125539805;0.11331748;
591.6;0.16717;0.16631;0.16549;0.16434;0.163325;0.161865;0.1607;0.15892;0.15812;0.15681;0.15501;0.190571587;0.108465447;0.114951585;0.154024609;0.136226667;0.156226667;0.161267742;0.125942971;0.113151033;
592;0.167305;0.166555;0.165685;0.16464;0.16353;0.162185;0.160995;0.15904;0.15821;0.15696;0.15523;0.191123865;0.108557263;0.114724669;0.154326708;0.13627;0.15627;0.161216199;0.126252601;0.113930191;
592.4;0.167685;0.166815;0.16601;0.16489;0.16383;0.162395;0.161195;0.159285;0.15849;0.157235;0.15554;0.191834374;0.108496052;0.114464989;0.154699334;0.13659;0.15659;0.16144145;0.127101798;0.113623669;
592.8;0.168145;0.167295;0.16645;0.165415;0.164225;0.162865;0.161735;0.159805;0.159065;0.157645;0.156105;0.19290649;0.108526657;0.114652923;0.15523485;0.136763333;0.156763333;0.161520163;0.127393521;0.113729256;
593.2;0.16873;0.16781;0.166975;0.165865;0.1647;0.16334;0.16217;0.160405;0.159435;0.158235;0.15648;0.192895626;0.108802106;0.114725245;0.155534058;0.137026667;0.157026667;0.161689004;0.12792083;0.11440829;
593.6;0.16903;0.168155;0.16733;0.16623;0.16503;0.1638;0.162595;0.16082;0.159875;0.158715;0.156885;0.19368219;0.1087715;0.114889417;0.155867212;0.137526667;0.157526667;0.162094638;0.128568417;0.114275816;
594;0.16967;0.16876;0.167965;0.166985;0.165835;0.164435;0.163365;0.161485;0.16056;0.15948;0.157775;0.194572508;0.109291792;0.115126141;0.156497728;0.1381;0.1581;0.162573733;0.128834497;0.114505117;
594.4;0.17015;0.16917;0.16828;0.167395;0.16611;0.16498;0.16367;0.16189;0.16094;0.15987;0.158245;0.195215227;0.10996511;0.115487957;0.157327716;0.138573333;0.158573333;0.162952954;0.129522582;0.114444222;
594.8;0.170855;0.16998;0.1692;0.16814;0.166835;0.165635;0.164525;0.16278;0.161905;0.160755;0.159095;0.195847234;0.11036298;0.116044256;0.158299801;0.1391;0.1591;0.163385636;0.130434286;0.114982426;
595.2;0.171615;0.170685;0.16999;0.16898;0.167825;0.166575;0.165405;0.163565;0.162735;0.16186;0.160085;0.196703275;0.111464773;0.116483247;0.159145053;0.139793333;0.159793333;0.163985111;0.13128836;0.115793346;
595.6;0.172535;0.17155;0.17086;0.16982;0.168665;0.16727;0.16633;0.164465;0.1637;0.162555;0.16112;0.197599714;0.111832038;0.117301946;0.15996293;0.140696667;0.160696667;0.164794711;0.132045457;0.116638609;
596;0.173255;0.172375;0.17159;0.170565;0.169435;0.1683;0.16715;0.165535;0.16464;0.163625;0.16207;0.198540532;0.113117463;0.11826707;0.161151071;0.141506667;0.161506667;0.165511105;0.133244449;0.117472845;
596.4;0.17428;0.173355;0.172565;0.17174;0.17052;0.16937;0.168325;0.166525;0.165625;0.164835;0.163275;0.199548988;0.11406623;0.119148662;0.162195004;0.14247;0.16247;0.166380957;0.134218591;0.118906997;
596.8;0.17539;0.17456;0.174025;0.172975;0.17182;0.17059;0.16957;0.1679;0.166915;0.16615;0.16464;0.20062753;0.115229234;0.120213218;0.163356298;0.143576667;0.163576667;0.167394267;0.135621132;0.12002907;
597.2;0.176375;0.17559;0.17499;0.174065;0.172965;0.171685;0.170745;0.169025;0.168065;0.16735;0.165825;0.201540499;0.116422844;0.121406022;0.164651537;0.144533333;0.164533333;0.168257703;0.136723186;0.121023154;
597.6;0.177695;0.176765;0.176245;0.175255;0.17413;0.172905;0.17196;0.170305;0.169465;0.16861;0.167135;0.20278171;0.118381588;0.122607183;0.165783108;0.145766667;0.165766667;0.16939793;0.138166989;0.122791451;
598;0.179045;0.178115;0.177425;0.17655;0.17565;0.174505;0.173405;0.17172;0.17095;0.170185;0.168725;0.203874791;0.119881251;0.12412439;0.167127819;0.14707;0.16707;0.170608282;0.1392833;0.124073327;
598.4;0.180255;0.179395;0.178855;0.177945;0.176975;0.17568;0.174765;0.173225;0.17245;0.17161;0.170125;0.205119677;0.121350309;0.125751198;0.168701212;0.14854;0.16854;0.171985425;0.141077431;0.125567502;
598.8;0.181875;0.180995;0.18044;0.179395;0.17845;0.177285;0.176445;0.17482;0.17403;0.17325;0.17185;0.206149556;0.123156026;0.127270277;0.170271714;0.149796667;0.169796667;0.173149358;0.142337512;0.127666968;
599.2;0.18343;0.182495;0.182;0.18107;0.180005;0.178965;0.17802;0.176395;0.175635;0.17494;0.173545;0.20778604;0.12511477;0.128868959;0.171973788;0.151326667;0.171326667;0.174586749;0.143727111;0.129184404;
599.6;0.184765;0.18391;0.183405;0.182535;0.18149;0.1804;0.179505;0.178005;0.17725;0.17655;0.17519;0.209016998;0.126859276;0.130967683;0.173627972;0.15282;0.17282;0.175987596;0.145204318;0.130916196;
600;0.18643;0.185495;0.185015;0.184185;0.18316;0.18212;0.18114;0.17968;0.179;0.17836;0.176805;0.210549577;0.128726204;0.132813198;0.175415572;0.154366667;0.174366667;0.1774419;0.146795986;0.132764897;
600.4;0.188135;0.18742;0.186835;0.185905;0.18499;0.183875;0.18304;0.181465;0.180885;0.18002;0.17867;0.211959732;0.130991002;0.13476626;0.176871867;0.156143333;0.176143333;0.179126328;0.148401093;0.13502211;
600.8;0.18958;0.18883;0.18839;0.187395;0.186405;0.18547;0.184625;0.182985;0.182445;0.18176;0.18041;0.213636767;0.133286405;0.137013954;0.178848413;0.15751;0.17751;0.180400878;0.150088742;0.137180945;
601.2;0.191755;0.190725;0.190285;0.1894;0.18848;0.187525;0.186605;0.18496;0.184395;0.1837;0.182295;0.215019378;0.135336965;0.139212163;0.18067232;0.159436667;0.179436667;0.18223555;0.151855525;0.139137194;
601.6;0.193;0.19222;0.19185;0.19087;0.190085;0.189005;0.188075;0.18663;0.18603;0.185345;0.18395;0.21645922;0.137999633;0.141336991;0.182567823;0.16102;0.18102;0.183727012;0.153620673;0.141496773;
602;0.19492;0.194035;0.19374;0.192795;0.19198;0.190895;0.189975;0.188505;0.187885;0.18726;0.18583;0.21803434;0.14020322;0.143518646;0.184384632;0.162893333;0.182893333;0.185508596;0.154823772;0.143878995;
602.4;0.19663;0.19591;0.195515;0.194635;0.193875;0.19279;0.191895;0.190315;0.189795;0.18922;0.18779;0.219736625;0.142590439;0.145877433;0.186300386;0.164643333;0.184643333;0.187166968;0.157079888;0.146076162;
602.8;0.19868;0.197725;0.197355;0.196555;0.195755;0.194625;0.193685;0.192135;0.191665;0.19109;0.18971;0.221146628;0.14476342;0.148157363;0.188038779;0.166543333;0.186543333;0.188975462;0.158667604;0.148248328;
603.2;0.20011;0.19939;0.19906;0.198195;0.197265;0.196345;0.19547;0.193895;0.19329;0.19258;0.19129;0.222333055;0.147640326;0.150537109;0.190343478;0.168263333;0.188263333;0.190604077;0.160274634;0.150696107;
603.6;0.20198;0.201275;0.20087;0.19993;0.19909;0.19808;0.197195;0.19581;0.195255;0.19454;0.193155;0.223793558;0.149721491;0.153009541;0.19216687;0.16996;0.18996;0.19220948;0.161799281;0.153105098;
604;0.20383;0.203065;0.20267;0.20182;0.20099;0.199865;0.199145;0.197675;0.197115;0.196525;0.1951;0.225261098;0.152414764;0.155484149;0.194148415;0.17196;0.19196;0.194118337;0.163426078;0.155768678;
604.4;0.205695;0.20495;0.204465;0.203595;0.20278;0.20183;0.20099;0.199525;0.198775;0.19831;0.197015;0.227030717;0.155138642;0.157961467;0.196342851;0.173733333;0.193733333;0.195800648;0.165339572;0.158415105;
604.8;0.207555;0.206825;0.20631;0.205585;0.20468;0.203665;0.20289;0.20148;0.20078;0.20019;0.198755;0.228629402;0.157342229;0.160434174;0.198285451;0.175603333;0.195603333;0.197579746;0.166868218;0.160922742;
605.2;0.20939;0.20873;0.208255;0.2074;0.206495;0.205455;0.204665;0.20328;0.20261;0.20211;0.20064;0.230386472;0.159607027;0.162967234;0.200091997;0.177406667;0.197406667;0.199292298;0.168478341;0.163637761;
605.6;0.21126;0.21068;0.210215;0.20935;0.208545;0.20737;0.206595;0.20516;0.20458;0.203945;0.20266;0.231754239;0.162392116;0.165457743;0.201985653;0.179163333;0.199163333;0.200958303;0.170045741;0.165494932;
606;0.213105;0.212425;0.212;0.21116;0.21025;0.209215;0.20841;0.206895;0.20621;0.20572;0.204385;0.233295387;0.164840546;0.167780081;0.203749309;0.18103;0.20103;0.202734428;0.171774015;0.168065632;
606.4;0.21489;0.21434;0.21376;0.21294;0.21189;0.21106;0.210275;0.2088;0.208055;0.20757;0.2061;0.234862547;0.167503214;0.17021363;0.205997689;0.182776667;0.202776667;0.204390672;0.173695384;0.170542563;
606.8;0.21682;0.21621;0.215655;0.21465;0.213975;0.212915;0.212195;0.210625;0.209965;0.20949;0.207995;0.236471334;0.169951644;0.172807267;0.207831873;0.184556667;0.204556667;0.206080369;0.175169552;0.172726188;
607.2;0.218325;0.21783;0.21723;0.216465;0.215545;0.214445;0.21371;0.21228;0.21155;0.211045;0.209545;0.238084557;0.172308257;0.175123485;0.209645265;0.1864;0.2064;0.207833518;0.176663095;0.174879568;
607.6;0.22031;0.219565;0.219175;0.218215;0.21737;0.21633;0.215605;0.2141;0.21339;0.2128;0.21139;0.239194471;0.174879109;0.177512378;0.211542338;0.188396667;0.208396667;0.209740119;0.177578142;0.177307145;
608;0.222055;0.221405;0.220895;0.219965;0.219095;0.21808;0.217345;0.21585;0.215105;0.21458;0.213115;0.241061263;0.17705209;0.179785348;0.213256522;0.189983333;0.209983333;0.211236838;0.179521182;0.179615641;
608.4;0.2237;0.2231;0.22268;0.22174;0.220755;0.2197;0.218975;0.21751;0.2168;0.21622;0.214765;0.242412349;0.17910265;0.181911064;0.215223068;0.191656667;0.211656667;0.212820343;0.180789906;0.181593675;
608.8;0.225405;0.22478;0.224305;0.223275;0.22249;0.22139;0.22051;0.219055;0.218335;0.21785;0.216335;0.243991754;0.181153211;0.184086328;0.217227767;0.19314;0.21314;0.214213965;0.181948236;0.183637016;
609.2;0.227035;0.226485;0.225895;0.224985;0.22407;0.223115;0.222355;0.22065;0.22005;0.219345;0.21792;0.245292035;0.18314256;0.18612576;0.218585116;0.19492;0.21492;0.215904372;0.183465596;0.185568549;
609.6;0.228625;0.22798;0.22735;0.22649;0.225585;0.224565;0.22375;0.22212;0.221465;0.2208;0.219325;0.246564771;0.185223725;0.188201163;0.220139564;0.196373333;0.216373333;0.21726823;0.184335367;0.187606499;
