nm;bby70;bby72;bby74;bby76;bby78;bby80;bby82;bby84;bby86;bby88;bby90;LHCII;PSII core;PSI maize;C2S2M2;GoodFig2A;OffSetFig2B;ScatFig2C;DegrFig2D;a/b_9_F5;
350;0.55391;0.552005;0.550565;0.54664;0.546495;0.54228;0.54093;0.537015;0.533255;0.53655;0.52911;0.576349899;0.425781967;0.411521262;0.51869438;0.474623333;0.494623333;0.596592426;0.477713875;0.381197101;
350.4;0.55412;0.55052;0.549965;0.54807;0.54586;0.543055;0.54105;0.536845;0.53574;0.53677;0.530525;0.576550817;0.427281631;0.411730436;0.520485737;0.476386667;0.496386667;0.598084818;0.479029052;0.382382657;
350.8;0.555755;0.55289;0.552035;0.548285;0.546785;0.54416;0.542265;0.53953;0.535185;0.53817;0.531295;0.580261141;0.429852482;0.413017706;0.52284105;0.476353333;0.496353333;0.59778116;0.483461363;0.381408539;
351.2;0.55626;0.55468;0.55276;0.549375;0.549415;0.546205;0.543215;0.54015;0.538125;0.540045;0.534365;0.580125544;0.432025464;0.414725664;0.525541075;0.477793333;0.497793333;0.598951452;0.483553531;0.387499555;
351.6;0.558395;0.553975;0.55365;0.550175;0.550175;0.546675;0.544215;0.54288;0.53866;0.541485;0.5332;0.583533331;0.434504499;0.416650332;0.528566627;0.47923;0.49923;0.600119024;0.485158207;0.387324843;
352;0.558885;0.55668;0.55619;0.553565;0.55301;0.54922;0.54687;0.54307;0.54176;0.5438;0.53627;0.585644962;0.43741201;0.419376991;0.53181954;0.480056667;0.500056667;0.600677207;0.487022645;0.387879523;
352.4;0.560485;0.55808;0.558305;0.555425;0.553685;0.550835;0.548855;0.5464;0.544195;0.545645;0.53931;0.587731648;0.439860439;0.421922865;0.535257706;0.48272;0.50272;0.603072667;0.487917729;0.391998713;
352.8;0.563795;0.560585;0.56086;0.558945;0.556065;0.553245;0.55186;0.549135;0.54677;0.54836;0.543085;0.590698862;0.442431291;0.424526118;0.537822041;0.484503333;0.504503333;0.604588734;0.49265411;0.393266546;
353.2;0.564745;0.560765;0.56125;0.55832;0.557205;0.554235;0.55235;0.55023;0.547395;0.54952;0.54419;0.593639904;0.445920304;0.427055071;0.541334682;0.486533333;0.506533333;0.606352073;0.494387242;0.396911699;
353.6;0.56671;0.56386;0.563885;0.561405;0.559975;0.55765;0.55568;0.55304;0.55048;0.55272;0.545885;0.596100287;0.448399339;0.429694893;0.544007336;0.489853333;0.509853333;0.609406015;0.49468296;0.400166531;
354;0.56875;0.565975;0.565865;0.563405;0.561855;0.56038;0.55832;0.555255;0.553485;0.55528;0.550415;0.600159972;0.451735325;0.432352586;0.547163672;0.490993333;0.510993333;0.610280559;0.499643739;0.402228335;
354.4;0.570955;0.568705;0.568495;0.56605;0.56548;0.56192;0.560475;0.55815;0.55707;0.558645;0.55195;0.603257104;0.454857073;0.435122651;0.55094419;0.494473333;0.514473333;0.613495702;0.50167868;0.407784963;
354.8;0.575445;0.57303;0.57289;0.57032;0.56964;0.56699;0.56544;0.56284;0.55964;0.563395;0.557005;0.607919109;0.458162453;0.438404797;0.555402598;0.49716;0.51716;0.615918109;0.505395322;0.410684551;
355.2;0.576995;0.574185;0.57535;0.57259;0.571045;0.56842;0.566885;0.564625;0.56301;0.56511;0.559065;0.611885136;0.461498439;0.441728961;0.55866621;0.50006;0.52006;0.618554444;0.510755194;0.413179908;
355.6;0.580545;0.578345;0.57854;0.576115;0.573905;0.571965;0.57063;0.56856;0.56643;0.56902;0.563415;0.615545417;0.464558977;0.445019527;0.561640692;0.501703333;0.521703333;0.619934706;0.512385829;0.416445469;
356;0.5843;0.58167;0.581615;0.57846;0.57782;0.575475;0.574745;0.571465;0.570615;0.57194;0.56533;0.6189939;0.468139805;0.448318393;0.565456203;0.504896667;0.524896667;0.622865559;0.517712452;0.417696149;
356.4;0.587675;0.584785;0.58457;0.5829;0.58161;0.57919;0.57713;0.57532;0.573315;0.57634;0.569625;0.624139477;0.471628818;0.451642042;0.568539365;0.507716667;0.527716667;0.625423668;0.519729704;0.421266543;
356.8;0.59013;0.587815;0.587615;0.58542;0.58542;0.581625;0.580775;0.57886;0.57669;0.579475;0.57285;0.628844633;0.475760544;0.455120853;0.572791196;0.511036667;0.531036667;0.628482364;0.524432229;0.424463649;
357.2;0.593425;0.59192;0.590725;0.588875;0.58759;0.585375;0.58419;0.58274;0.5805;0.58306;0.576325;0.632453186;0.479371978;0.458575057;0.576429082;0.513106667;0.533106667;0.630291645;0.527169379;0.429891765;
357.6;0.596525;0.59411;0.593725;0.59241;0.59113;0.588015;0.58737;0.585095;0.58348;0.585625;0.579395;0.636589842;0.483534309;0.462082093;0.58011173;0.516266667;0.536266667;0.633191509;0.530405396;0.43120037;
358;0.6;0.59731;0.597965;0.59645;0.594685;0.59133;0.58989;0.588825;0.58672;0.58865;0.5832;0.640466959;0.486594846;0.465412048;0.583928991;0.51995;0.53995;0.636615289;0.533408298;0.434194159;
358.4;0.602775;0.60202;0.601285;0.5983;0.59848;0.59474;0.593875;0.592135;0.591265;0.592735;0.587145;0.644361368;0.490145069;0.468990725;0.587544418;0.52323;0.54323;0.639636314;0.536710482;0.438992523;
358.8;0.60667;0.60367;0.60456;0.60197;0.60108;0.598535;0.597425;0.59643;0.593305;0.59659;0.590165;0.648578667;0.494031952;0.472224933;0.591385096;0.526916667;0.546916667;0.643064583;0.539671426;0.440984534;
359.2;0.610765;0.608465;0.608925;0.606665;0.605095;0.60298;0.601845;0.59967;0.59828;0.600235;0.59448;0.653486587;0.49755157;0.475805145;0.595607345;0.529973333;0.549973333;0.645863428;0.544766007;0.444312478;
359.6;0.61398;0.612515;0.612505;0.609935;0.6086;0.60629;0.605815;0.603705;0.60097;0.604105;0.5979;0.657872068;0.501560874;0.479399767;0.599302771;0.532613333;0.552613333;0.648246179;0.549328281;0.447760128;
360;0.61807;0.615845;0.61562;0.614265;0.6126;0.610015;0.608415;0.60655;0.604355;0.608135;0.601335;0.66291297;0.505600783;0.48301185;0.603139241;0.535936667;0.555936667;0.651312836;0.551687493;0.451958194;
360.4;0.62176;0.619135;0.6197;0.6171;0.616545;0.613605;0.612545;0.61091;0.60915;0.611535;0.60602;0.665362481;0.509854931;0.486736017;0.60741006;0.539823333;0.559823333;0.654943396;0.555632378;0.454659178;
360.8;0.625265;0.62296;0.62297;0.62168;0.621065;0.617385;0.61614;0.614375;0.61219;0.61444;0.60904;0.671230964;0.513129706;0.490625967;0.611157322;0.543396667;0.563396667;0.65826119;0.559827614;0.459795221;
361.2;0.62922;0.627545;0.62735;0.62548;0.623925;0.621595;0.62038;0.61903;0.616955;0.61993;0.61317;0.675572982;0.516985983;0.494364714;0.614807487;0.5471;0.5671;0.66170955;0.564312041;0.462975281;
361.6;0.634095;0.63191;0.631735;0.62961;0.6287;0.626205;0.625055;0.622505;0.620975;0.62377;0.617535;0.681355918;0.521576789;0.498361461;0.618897123;0.550666667;0.570666667;0.665021808;0.569788482;0.466077515;
362;0.637895;0.635005;0.635835;0.63349;0.632575;0.629765;0.628625;0.62692;0.62426;0.62697;0.62143;0.686023123;0.525463671;0.502050823;0.62285176;0.554243333;0.574243333;0.668344628;0.572734377;0.470904069;
362.4;0.641245;0.63909;0.63941;0.637985;0.636015;0.633215;0.632075;0.630715;0.627835;0.630875;0.624685;0.689434882;0.529717818;0.506006209;0.627338231;0.55801;0.57801;0.671858008;0.577165033;0.474385013;
362.8;0.646675;0.64437;0.644415;0.642015;0.64121;0.638505;0.637335;0.63548;0.632705;0.63621;0.629845;0.694344944;0.533849544;0.510251265;0.631167257;0.5619;0.5819;0.67549528;0.581456623;0.477780972;
363.2;0.6511;0.648655;0.648725;0.64662;0.645685;0.64275;0.641115;0.63881;0.638365;0.6407;0.633705;0.699722201;0.538991247;0.514578502;0.635407314;0.56578;0.58578;0.679123109;0.585624328;0.48145318;
363.6;0.654885;0.653625;0.65315;0.651305;0.65075;0.64769;0.64551;0.643945;0.642495;0.644915;0.63875;0.704816507;0.543551448;0.51887886;0.639547648;0.56965;0.58965;0.682741493;0.591320642;0.485516664;
364;0.65975;0.656625;0.657265;0.655155;0.65384;0.650545;0.64926;0.64787;0.645835;0.648355;0.642755;0.707965054;0.54823407;0.523337771;0.644031122;0.573466667;0.593466667;0.686307096;0.596710746;0.491059939;
364.4;0.66468;0.662235;0.66222;0.66007;0.65867;0.656;0.654595;0.653175;0.649965;0.652385;0.64669;0.713559308;0.553345167;0.527823695;0.648595639;0.57743;0.59743;0.690019917;0.6005024;0.494426757;
364.8;0.668925;0.667005;0.66666;0.664315;0.663865;0.660775;0.659155;0.657025;0.654485;0.65811;0.65187;0.718014876;0.55762992;0.532033704;0.6528965;0.58097;0.60097;0.693309955;0.604792197;0.497584954;
365.2;0.673495;0.67128;0.67144;0.668605;0.66782;0.66477;0.664105;0.66166;0.65931;0.662365;0.6565;0.722540833;0.562496174;0.536954492;0.656905269;0.585453333;0.605453333;0.697543872;0.609195972;0.501561702;
365.6;0.677535;0.67528;0.675785;0.673465;0.671785;0.6688;0.66783;0.66544;0.66328;0.666485;0.660065;0.728319333;0.567668483;0.541828921;0.661950981;0.58996;0.60996;0.70180167;0.6136248;0.50610973;
366;0.682455;0.67979;0.680315;0.677405;0.676225;0.674315;0.672685;0.670665;0.668285;0.67139;0.66424;0.732862429;0.572167473;0.547020408;0.666138565;0.5938;0.6138;0.705393344;0.618517352;0.511144986;
366.4;0.687595;0.685285;0.68529;0.68316;0.68186;0.67929;0.67758;0.67542;0.673285;0.67617;0.669795;0.738025906;0.577094938;0.552133719;0.670752444;0.598823333;0.618823333;0.710168894;0.622292949;0.514297161;
366.8;0.692935;0.690405;0.69033;0.68838;0.68701;0.684275;0.68267;0.680575;0.67795;0.68146;0.674285;0.742896026;0.582818143;0.557330006;0.675392918;0.603243333;0.623243333;0.714341651;0.627693158;0.521344344;
367.2;0.697245;0.695175;0.69531;0.693225;0.69215;0.688335;0.68702;0.68559;0.682745;0.686405;0.679135;0.74807052;0.588388321;0.562522404;0.68091652;0.607643333;0.627643333;0.718494947;0.631810174;0.52470696;
367.6;0.702935;0.70046;0.70108;0.6978;0.69719;0.69389;0.69249;0.690095;0.687175;0.690805;0.684335;0.753756131;0.593652445;0.568060235;0.685776981;0.61269;0.63269;0.723295447;0.637105768;0.529475242;
368;0.70812;0.705615;0.705485;0.702615;0.70199;0.69863;0.696965;0.695565;0.69251;0.696415;0.689525;0.756408558;0.599038991;0.573460915;0.690401351;0.617543333;0.637543333;0.727903147;0.642313682;0.533334427;
368.4;0.71332;0.711415;0.710905;0.707965;0.707435;0.7038;0.703075;0.70054;0.697575;0.70097;0.694365;0.762311927;0.604792802;0.578842335;0.694979156;0.622193333;0.642193333;0.732308049;0.647169903;0.538610669;
368.8;0.719065;0.716535;0.71676;0.713995;0.71337;0.709865;0.7084;0.70593;0.703035;0.70708;0.700035;0.76736216;0.610393585;0.584499196;0.700752991;0.62699;0.64699;0.736860148;0.652213035;0.542905528;
369.2;0.725085;0.722215;0.722165;0.71924;0.71817;0.71513;0.71338;0.711245;0.70874;0.712595;0.70534;0.773312507;0.615963763;0.589978787;0.705829213;0.632006667;0.652006667;0.741632778;0.657719531;0.547786971;
369.6;0.7282;0.726525;0.726425;0.72349;0.722245;0.719065;0.717295;0.715375;0.712905;0.71614;0.709115;0.778943028;0.621319704;0.595465486;0.71100227;0.635563333;0.655563333;0.744945935;0.662050784;0.552070505;
370;0.735195;0.73334;0.732685;0.729595;0.728865;0.725755;0.72451;0.721475;0.71906;0.722885;0.71578;0.785540995;0.627195936;0.601310332;0.716129798;0.642163333;0.662163333;0.751302953;0.665707711;0.557192316;
370.4;0.74027;0.73865;0.73809;0.73554;0.73393;0.731215;0.7296;0.7272;0.72459;0.728565;0.720725;0.790723601;0.632674298;0.606953072;0.72143336;0.646766667;0.666766667;0.755663829;0.671103963;0.562880878;
370.8;0.746395;0.744015;0.743875;0.740505;0.739685;0.736635;0.734805;0.732545;0.730065;0.73338;0.72565;0.796219912;0.638122054;0.612472483;0.727027641;0.65187;0.67187;0.760525228;0.676654743;0.567882007;
371.2;0.751685;0.749285;0.74946;0.745735;0.744675;0.7417;0.740605;0.737585;0.735535;0.739125;0.731635;0.80179978;0.644671604;0.617723078;0.732209583;0.657056667;0.677056667;0.765470481;0.681451566;0.571852179;
371.6;0.757325;0.75533;0.75474;0.75111;0.750045;0.746805;0.745425;0.74267;0.74016;0.74437;0.736345;0.806676479;0.649935729;0.62315491;0.737184667;0.66215;0.68215;0.770322921;0.68639792;0.576712145;
372;0.761795;0.759745;0.75982;0.75676;0.75523;0.751975;0.750435;0.748;0.745495;0.749495;0.741425;0.811840262;0.655842566;0.628501208;0.742631848;0.66644;0.68644;0.774372546;0.691645589;0.580376017;
372.4;0.767275;0.76531;0.764995;0.761345;0.7604;0.757265;0.755265;0.752395;0.750185;0.7539;0.746205;0.817616313;0.661320928;0.633634666;0.747503515;0.67144;0.69144;0.779132687;0.69588234;0.585870047;
372.8;0.771775;0.76985;0.769545;0.76694;0.76498;0.76171;0.75992;0.75774;0.754945;0.759195;0.750865;0.821965063;0.665666891;0.638576443;0.75209797;0.67574;0.69574;0.783193342;0.699907159;0.589532715;
373.2;0.77695;0.775025;0.774235;0.77137;0.769875;0.766925;0.764615;0.761855;0.75984;0.763775;0.755945;0.827060292;0.670686172;0.643208255;0.7567534;0.68029;0.70029;0.787504511;0.704836365;0.593457952;
373.6;0.78123;0.779215;0.778715;0.77568;0.774245;0.77093;0.769235;0.76679;0.764085;0.76783;0.760135;0.83161808;0.675460611;0.648080864;0.761469609;0.68429;0.70429;0.791266191;0.708742898;0.595963281;
374;0.78613;0.783395;0.783415;0.780585;0.77877;0.775445;0.773885;0.77112;0.768735;0.772465;0.76483;0.836421789;0.680418682;0.6526177;0.765415303;0.688186667;0.708186667;0.794925048;0.71342958;0.599852389;
374.4;0.790615;0.788055;0.78806;0.78471;0.783335;0.780305;0.778185;0.775545;0.773135;0.7769;0.768855;0.840919745;0.684611618;0.656924751;0.770044942;0.69208;0.71208;0.79858108;0.717244646;0.603172111;
374.8;0.79463;0.79242;0.792005;0.78873;0.787685;0.78359;0.782375;0.779335;0.776865;0.78094;0.772955;0.84492495;0.688835159;0.660822049;0.774461414;0.695806667;0.715806667;0.802070951;0.720871946;0.606480805;
375.2;0.798135;0.79631;0.796115;0.79253;0.790795;0.787535;0.78555;0.78325;0.78016;0.78445;0.77664;0.848302433;0.69214054;0.664723523;0.777777912;0.69918;0.71918;0.805207994;0.724585272;0.609656546;
375.6;0.801485;0.79896;0.7992;0.79621;0.794725;0.79114;0.789175;0.786245;0.783425;0.78812;0.780255;0.85231315;0.696119239;0.668494702;0.781234255;0.702436667;0.722436667;0.808228873;0.727634661;0.612502579;
376;0.805105;0.803075;0.802955;0.799675;0.798365;0.79519;0.79331;0.790405;0.7874;0.791675;0.783515;0.855739143;0.699057354;0.671932694;0.784500278;0.705646667;0.725646667;0.811203588;0.73043866;0.614240495;
376.4;0.80826;0.80607;0.806465;0.80288;0.801885;0.798075;0.79599;0.79315;0.790345;0.79434;0.786855;0.85905113;0.70233213;0.675134;0.787548687;0.70854;0.72854;0.813862136;0.733610335;0.61607845;
376.8;0.811215;0.808745;0.80854;0.80589;0.804645;0.80063;0.798595;0.7958;0.79321;0.797345;0.789375;0.862110775;0.704811165;0.67800978;0.790987599;0.7106;0.7306;0.815687849;0.735950504;0.618634712;
377.2;0.81392;0.81189;0.81157;0.80843;0.806865;0.80343;0.801565;0.79838;0.795665;0.799615;0.79232;0.865196281;0.707779886;0.680713708;0.793522063;0.71287;0.73287;0.817724059;0.738432913;0.618832146;
377.6;0.81592;0.81378;0.81378;0.810685;0.8094;0.805705;0.804095;0.801125;0.7984;0.80226;0.794685;0.868186298;0.710289527;0.683373923;0.796170737;0.71537;0.73537;0.819990764;0.740562456;0.62080167;
378;0.81774;0.81611;0.81608;0.812615;0.81185;0.8077;0.8057;0.803795;0.800445;0.80483;0.79698;0.870615774;0.712095244;0.685822559;0.798381899;0.717076667;0.737076667;0.821464629;0.742740581;0.621385069;
378.4;0.820415;0.818235;0.818515;0.81526;0.814225;0.810655;0.80839;0.805725;0.80278;0.80722;0.79921;0.873024742;0.714513068;0.687859492;0.800082598;0.718713333;0.738713333;0.822868987;0.744594586;0.622272437;
378.8;0.822865;0.820845;0.821085;0.817985;0.816245;0.812575;0.810875;0.807865;0.80549;0.809805;0.80169;0.874914794;0.716777866;0.689863425;0.802170922;0.720713333;0.740713333;0.824637169;0.746761023;0.622773671;
379.2;0.823945;0.82232;0.82257;0.819265;0.8176;0.814035;0.8127;0.80967;0.806565;0.811115;0.80331;0.877167214;0.718308135;0.691519915;0.804029511;0.721983333;0.741983333;0.82567584;0.74818496;0.623026586;
379.6;0.82629;0.823955;0.82431;0.820995;0.81999;0.816365;0.81439;0.8111;0.8091;0.8135;0.80518;0.879199275;0.720022036;0.693170416;0.805566793;0.723446667;0.743446667;0.826908332;0.750008543;0.624008672;
380;0.827015;0.8256;0.82558;0.822255;0.82098;0.81731;0.815955;0.812945;0.810475;0.81449;0.807185;0.880998581;0.721735937;0.694742665;0.807478534;0.72485;0.74485;0.82808131;0.75156663;0.623670395;
380.4;0.82912;0.82706;0.827105;0.824115;0.82242;0.8191;0.817495;0.81467;0.81226;0.81615;0.808685;0.882959177;0.723113179;0.696022717;0.808854531;0.726023333;0.746023333;0.829024771;0.753479614;0.624385494;
380.8;0.830665;0.82836;0.828755;0.825455;0.824075;0.82045;0.81894;0.81609;0.813675;0.81781;0.810175;0.883570828;0.724276183;0.697009397;0.809835793;0.72753;0.74753;0.83030205;0.754369371;0.624167058;
381.2;0.831485;0.82952;0.82977;0.82657;0.825445;0.82155;0.82002;0.817005;0.81455;0.819065;0.81163;0.885095448;0.725806452;0.697926706;0.811272308;0.728613333;0.748613333;0.831156476;0.75616948;0.62287599;
381.6;0.832585;0.83076;0.830805;0.827605;0.826955;0.822955;0.82128;0.81835;0.81644;0.82028;0.812825;0.887160566;0.726908245;0.699185791;0.811901736;0.729506667;0.749506667;0.831821383;0.757417309;0.623361027;
382;0.833755;0.831905;0.83169;0.8289;0.82798;0.82425;0.82283;0.819955;0.81756;0.821755;0.814205;0.888393056;0.727948828;0.700077558;0.813244833;0.73067;0.75067;0.832756768;0.759000236;0.622661237;
382.4;0.834475;0.83268;0.83282;0.82978;0.82864;0.82517;0.823435;0.820885;0.818495;0.822825;0.81514;0.888856881;0.728866989;0.70106893;0.813987943;0.731463333;0.751463333;0.833322629;0.760288438;0.622446099;
382.8;0.836185;0.834455;0.83376;0.831125;0.829925;0.826945;0.82523;0.82257;0.81977;0.82436;0.816805;0.889857226;0.730060599;0.701859148;0.814614997;0.73219;0.75219;0.8338223;0.761723229;0.621632182;
383.2;0.83696;0.835075;0.835125;0.83191;0.83107;0.827435;0.82602;0.823245;0.820815;0.82524;0.81764;0.890978156;0.73058089;0.70272534;0.815357084;0.732596667;0.752596667;0.834002444;0.763728167;0.621670658;
383.6;0.83743;0.83575;0.835315;0.832615;0.8317;0.82844;0.82652;0.8241;0.82175;0.82583;0.81823;0.892034971;0.731743894;0.70347746;0.816073558;0.733406667;0.753406667;0.834586394;0.765501808;0.620724317;
384;0.83873;0.83667;0.83633;0.83364;0.83234;0.82905;0.82794;0.82527;0.82277;0.826685;0.81913;0.892439117;0.732723266;0.704103681;0.81709581;0.733993333;0.753993333;0.834947481;0.7670736;0.620501844;
384.4;0.83894;0.83718;0.83728;0.833755;0.83276;0.829815;0.82813;0.82562;0.8231;0.827255;0.8196;0.89256414;0.733916876;0.704844211;0.817424658;0.73433;0.75433;0.835059039;0.767964959;0.619516412;
384.8;0.839365;0.83811;0.83807;0.834545;0.83391;0.830775;0.82896;0.82642;0.823735;0.828075;0.820895;0.893183446;0.73507988;0.705654135;0.818040604;0.735793333;0.755793333;0.83629773;0.769933044;0.61873716;
385.2;0.840975;0.838985;0.839135;0.83609;0.83449;0.8311;0.82998;0.827165;0.82485;0.828895;0.82143;0.893293931;0.73547775;0.706218709;0.818635495;0.736193333;0.756193333;0.836473555;0.77182434;0.617680251;
385.6;0.84125;0.839495;0.839635;0.83649;0.83525;0.83185;0.83027;0.827735;0.825635;0.829345;0.822165;0.894124874;0.73673257;0.706537816;0.819450912;0.736526667;0.756526667;0.836583179;0.773495288;0.616903991;
386;0.841535;0.83974;0.840265;0.83722;0.83533;0.832435;0.830705;0.82836;0.825855;0.82962;0.822215;0.894097329;0.73752831;0.707086306;0.819480695;0.73668;0.75668;0.836513266;0.775275574;0.61594721;
386.4;0.842105;0.840225;0.84041;0.837435;0.83593;0.8325;0.83104;0.828365;0.826125;0.829785;0.822535;0.894163435;0.739211606;0.707809163;0.820355189;0.737216667;0.757216667;0.836827148;0.776646374;0.614859544;
386.8;0.842535;0.840745;0.841385;0.83785;0.83645;0.833515;0.831855;0.829055;0.82681;0.830675;0.823285;0.894023721;0.739884924;0.708473162;0.820283917;0.737666667;0.757666667;0.837054825;0.778522077;0.614121638;
387.2;0.842935;0.84133;0.841515;0.83838;0.836975;0.83382;0.83223;0.82954;0.826815;0.831015;0.82315;0.894118752;0.741078533;0.709019614;0.821060785;0.73796;0.75796;0.837126294;0.780126919;0.612495573;
387.6;0.843905;0.842575;0.842475;0.83954;0.83787;0.834755;0.833015;0.8302;0.82781;0.83162;0.82449;0.894275147;0.741813062;0.709458792;0.821376611;0.738136667;0.758136667;0.837081555;0.782063563;0.61130499;
388;0.84429;0.84264;0.84265;0.839725;0.837955;0.834905;0.833545;0.830505;0.827775;0.83215;0.824135;0.894034585;0.742761829;0.710057028;0.821419209;0.738256667;0.758256667;0.836980605;0.783773781;0.610384293;
388.4;0.84493;0.843195;0.843535;0.84017;0.83881;0.83588;0.833705;0.83111;0.828525;0.83247;0.82498;0.894581815;0.743924833;0.710794293;0.822419461;0.739033333;0.759033333;0.837536777;0.785929717;0.609157405;
388.8;0.84483;0.84341;0.843585;0.84085;0.83947;0.83585;0.834285;0.83176;0.82903;0.832535;0.825675;0.894519071;0.74447573;0.711460768;0.822709461;0.739153333;0.759153333;0.837436737;0.788161727;0.60831363;
389.2;0.845765;0.844405;0.84466;0.841115;0.839755;0.836525;0.835445;0.832565;0.83;0.83355;0.82643;0.894326715;0.745975393;0.712051452;0.823422616;0.739823333;0.759823333;0.837887148;0.79071374;0.606683936;
389.6;0.846525;0.84483;0.84497;0.842045;0.840575;0.837345;0.835795;0.83288;0.830395;0.83414;0.82697;0.894708828;0.747750505;0.713018356;0.824437076;0.740576667;0.760576667;0.838421344;0.793128902;0.605719604;
390;0.847205;0.845925;0.84614;0.84262;0.84132;0.83843;0.83689;0.833785;0.83126;0.835255;0.828135;0.895180308;0.748882904;0.713693783;0.825432064;0.741193333;0.761193333;0.838819323;0.79536044;0.605231944;
390.4;0.848655;0.84697;0.8474;0.844015;0.842505;0.839705;0.838055;0.835325;0.83288;0.836625;0.82922;0.895772374;0.750535594;0.714903093;0.826421525;0.742276667;0.762276667;0.839684416;0.797752622;0.604223659;
390.8;0.849205;0.847405;0.847675;0.844985;0.84341;0.84;0.83858;0.836155;0.83387;0.838015;0.830515;0.896157698;0.751698598;0.715512182;0.827426308;0.74316;0.76316;0.840349957;0.800646331;0.603577057;
391.2;0.85058;0.84905;0.8496;0.8463;0.84492;0.842035;0.84054;0.838095;0.83545;0.83967;0.832345;0.896859485;0.753504315;0.716550945;0.828744223;0.74431;0.76431;0.841282609;0.803574258;0.603421711;
391.6;0.85215;0.85058;0.85107;0.84763;0.846485;0.84343;0.84236;0.83949;0.837385;0.84152;0.834245;0.898369109;0.75592214;0.718194604;0.83052661;0.74568;0.76568;0.842435705;0.806514;0.603371749;
392;0.85349;0.851775;0.852185;0.8496;0.84829;0.845295;0.8439;0.84129;0.839225;0.843235;0.836605;0.899593334;0.758248148;0.719864554;0.832415831;0.747453333;0.767453333;0.843992577;0.809976994;0.602743419;
392.4;0.85538;0.85428;0.854565;0.851495;0.85078;0.847285;0.846395;0.843835;0.841755;0.84582;0.83891;0.901181308;0.760329314;0.721933131;0.834652678;0.749086667;0.769086667;0.845409891;0.812868139;0.603794224;
392.8;0.85727;0.85607;0.856765;0.853595;0.852805;0.84976;0.8486;0.84622;0.844075;0.848645;0.84174;0.90257065;0.763236824;0.724063958;0.836549801;0.7511;0.7711;0.847207644;0.816398829;0.604364962;
393.2;0.85927;0.858065;0.858785;0.8563;0.85535;0.85223;0.85121;0.848815;0.846825;0.851395;0.84481;0.905090415;0.765838281;0.726010103;0.839124768;0.753356667;0.773356667;0.84924917;0.819993849;0.604661892;
393.6;0.862145;0.86053;0.86187;0.85923;0.858585;0.855;0.85424;0.85204;0.850475;0.855;0.84831;0.907597936;0.769786374;0.728774522;0.842508542;0.756036667;0.776036667;0.851714466;0.82380519;0.6057367;
394;0.86475;0.8634;0.864345;0.86198;0.861435;0.8585;0.857655;0.85592;0.85368;0.858775;0.85236;0.910492465;0.773183571;0.731689973;0.84573155;0.758983333;0.778983333;0.854446864;0.828298124;0.607034585;
394.4;0.86771;0.86663;0.867755;0.8655;0.864845;0.86198;0.861185;0.85938;0.857805;0.86285;0.85622;0.913528698;0.776917427;0.734736547;0.849327172;0.762026667;0.782026667;0.857276364;0.832508077;0.607999211;
394.8;0.87104;0.87;0.87139;0.868995;0.86866;0.866195;0.8656;0.86418;0.86213;0.86771;0.8616;0.916843139;0.780987941;0.738363802;0.85353778;0.765966667;0.785966667;0.861002964;0.837267514;0.610637759;
395.2;0.8749;0.87388;0.875355;0.873165;0.87314;0.870545;0.87076;0.86863;0.86723;0.872655;0.86712;0.921302381;0.785517537;0.742504055;0.858103916;0.769896667;0.789896667;0.864719996;0.841312052;0.613472581;
395.6;0.87913;0.87835;0.880235;0.8778;0.877545;0.875305;0.875255;0.87366;0.87291;0.878535;0.872835;0.926143889;0.790598029;0.74704902;0.863176207;0.774276667;0.794276667;0.868887459;0.846859377;0.616409192;
396;0.883845;0.88307;0.8847;0.882865;0.88316;0.88095;0.8809;0.87971;0.87908;0.884715;0.879355;0.931363683;0.796168207;0.751876274;0.868661455;0.779176667;0.799176667;0.873575351;0.851908755;0.620472833;
396.4;0.888895;0.88888;0.890235;0.88848;0.889105;0.8867;0.88703;0.8864;0.885255;0.891565;0.88632;0.937047152;0.800973251;0.756892936;0.87398723;0.784483333;0.804483333;0.878670337;0.857731242;0.624100334;
396.8;0.894855;0.893855;0.89576;0.89437;0.89483;0.893035;0.89365;0.89275;0.89212;0.89871;0.89407;0.942990005;0.807798249;0.762346365;0.88046141;0.790193333;0.810193333;0.884169084;0.863654963;0.628941529;
397.2;0.900485;0.9004;0.902205;0.901475;0.90159;0.899805;0.90074;0.90007;0.89986;0.90665;0.902045;0.95005853;0.814317194;0.768297491;0.887578466;0.79618;0.81618;0.889944923;0.869991552;0.633862328;
397.6;0.907135;0.90688;0.90893;0.90825;0.908865;0.90742;0.908395;0.907905;0.907895;0.91517;0.910265;0.957221172;0.821631879;0.774833868;0.894583438;0.80317;0.82317;0.89672452;0.876595235;0.639559672;
398;0.91458;0.914315;0.916565;0.916105;0.916835;0.915495;0.916785;0.91676;0.916635;0.924345;0.9197;0.964764852;0.829466854;0.781734536;0.902800136;0.81017;0.83017;0.903514539;0.884153134;0.645571994;
398.4;0.921675;0.92165;0.92393;0.92376;0.92475;0.92358;0.9252;0.92561;0.925755;0.933645;0.92937;0.972659732;0.836659117;0.789155807;0.910729203;0.817793333;0.837793333;0.910928313;0.891778342;0.652656956;
398.8;0.929635;0.93003;0.93234;0.93169;0.933415;0.93269;0.934535;0.934765;0.9352;0.943765;0.939595;0.981871573;0.844616515;0.796953854;0.919646675;0.825966667;0.845966667;0.918892508;0.899393149;0.659655092;
