nm,Chl_a90
460.4,856.6371576123290000
460.8,817.8086000003040000
461.2,770.2399658129170000
461.6,697.4059217545570000
462,687.9257012035660000
462.4,638.1433732617010000
462.8,619.8506284201050000
463.2,576.7044699609890000
463.6,569.4497672148630000
464,535.9504917776120000
464.4,524.1002684177540000
464.8,499.7502301913950000
465.2,472.5081855334090000
465.6,464.6405117062100000
466,439.0493517246350000
466.4,419.8439487420430000
466.8,432.1769986848760000
467.2,393.9226798325020000
467.6,398.2051107468830000
468,386.8911964553130000
468.4,391.7455637020640000
468.8,379.6941461166910000
469.2,370.8935787133570000
469.6,387.9020799897320000
470,350.5239506307770000
470.4,343.7138761729090000
470.8,333.3353745483560000
471.2,345.5194039996390000
471.6,342.0000980319230000
472,345.2777128971060000
472.4,355.1475741709600000
472.8,366.0559982744190000
473.2,355.3779049015590000
473.6,360.2013949742500000
474,365.8556245878980000
474.4,369.6427627846940000
474.8,375.6617393974220000
475.2,372.5324938563540000
475.6,355.6455966906910000
476,377.3266144973890000
476.4,379.0974374535210000
476.8,380.6130604503440000
477.2,381.3306230129660000
477.6,404.4282218968760000
478,409.9713272264280000
478.4,427.3398935691950000
478.8,433.0098372798390000
479.2,439.5221192927720000
479.6,466.6167501275780000
480,467.2688715132720000
480.4,473.7788670459550000
480.8,485.8344983933780000
481.2,508.7970162229590000
481.6,509.7377883490300000
482,534.9542028756170000
482.4,542.9230905671530000
482.8,564.5049943303050000
483.2,580.7701745605930000
483.6,608.8948249409630000
484,607.2823750444010000
484.4,615.5245100097500000
484.8,660.3910450005450000
485.2,655.0379746075990000
485.6,648.5679236178140000
486,663.8300623263210000
486.4,674.4039008720530000
486.8,670.3914564755830000
487.2,688.4664737763740000
487.6,672.8735610367510000
488,716.6627260523770000
488.4,762.2941766035890000
488.8,808.8453435209580000
489.2,850.4107133764640000
489.6,868.7793247003600000
490,884.1988277294800000
490.4,888.1627026438270000
490.8,913.0818072880870000
491.2,925.3699492140670000
491.6,947.4527809171640000
492,954.2585271316970000
492.4,966.3521056387050000
492.8,981.4022522265450000
493.2,992.3209021618590000
493.6,980.9433056785370000
494,1022.6055520281000000
494.4,1044.3593796057700000
494.8,1017.8824055144800000
495.2,1038.9329591134600000
495.6,1053.8967014058000000
496,1048.3459628725800000
496.4,1054.8774134342000000
496.8,1073.2737963256000000
497.2,1068.0414147870000000
497.6,1055.5436349245400000
498,1076.8311662449600000
498.4,1083.4940066454700000
498.8,1085.8666441929300000
499.2,1075.6246135616900000
499.6,1088.9315278003600000
500,1076.7066447824600000
500.4,1074.8425928316400000
500.8,1109.3721118002000000
501.2,1086.0345885705300000
501.6,1087.5874552611600000
502,1112.0642046057600000
502.4,1092.8514421665300000
502.8,1106.2988239028000000
503.2,1083.1173010831100000
503.6,1105.5455115866500000
504,1095.0722811140800000
504.4,1113.1614735443800000
504.8,1122.3001463003300000
505.2,1108.3710642967200000
505.6,1107.5852847805800000
506,1127.0728224839800000
506.4,1134.7339866415200000
506.8,1110.5422385733800000
507.2,1118.1913112170000000
507.6,1120.1085323055600000
508,1104.3393335035100000
508.4,1136.6591966180400000
508.8,1144.3332479830000000
509.2,1131.0173988890400000
509.6,1150.0956002959900000
510,1147.5775828057400000
510.4,1152.2330516133600000
510.8,1169.9023366179500000
511.2,1172.5407191161800000
511.6,1196.8136566110700000
512,1201.7295666623700000
512.4,1219.0800804984300000
512.8,1250.5372642279000000
513.2,1248.6634745029900000
513.6,1256.3240483896200000
514,1301.6849972596400000
514.4,1321.4183786934400000
514.8,1341.9056882291400000
515.2,1369.6812246143700000
515.6,1386.8254055931000000
516,1440.7938101632900000
516.4,1457.3084554775000000
516.8,1522.9173739097000000
517.2,1520.7283251964800000
517.6,1568.6677487760700000
518,1625.3698606305300000
518.4,1665.4106636046900000
518.8,1686.1654557016600000
519.2,1710.9412892844800000
519.6,1758.3933250964900000
520,1791.0119856108000000
520.4,1852.1232221821100000
520.8,1868.4375918896800000
521.2,1924.7203632042200000
521.6,1979.9378692283200000
522,1996.8489099074500000
522.4,2045.4262065946200000
522.8,2081.1963643071500000
523.2,2093.3912314174400000
523.6,2158.8113226798000000
524,2207.1862394929100000
524.4,2220.7694440389900000
524.8,2272.0957723010700000
525.2,2301.4101648359400000
525.6,2362.4309566603100000
526,2374.5167459418900000
526.4,2400.7183613707500000
526.8,2442.1001743254400000
527.2,2484.0576976961700000
527.6,2485.5599774111700000
528,2545.0056368723800000
528.4,2529.4099970311200000
528.8,2564.0583989120000000
529.2,2590.1903511665700000
529.6,2628.2010203926700000
530,2634.7502190954600000
530.4,2663.0452275526500000
530.8,2679.6640491206000000
531.2,2698.1712053377400000
531.6,2710.6054814313800000
532,2726.7761301034000000
532.4,2751.6634144760600000
532.8,2740.8547088750600000
533.2,2767.2115458912100000
533.6,2783.4998884015700000
534,2770.6432669847900000
534.4,2786.8456668680100000
534.8,2806.5986233089900000
535.2,2788.4203691638000000
535.6,2821.0366056957100000
536,2809.5007927877100000
536.4,2803.0380068600800000
536.8,2807.9691168783400000
537.2,2797.6183818783400000
537.6,2814.4034788631300000
538,2803.1184756437100000
538.4,2788.6992122307300000
538.8,2789.8012308122500000
539.2,2787.4146023605700000
539.6,2776.8168977534300000
540,2787.6344852043900000
540.4,2771.3469399211300000
540.8,2769.5534609161500000
541.2,2779.2875581472100000
541.6,2752.5142569151500000
542,2733.8049066099100000
542.4,2758.7969860661100000
542.8,2723.7692671085200000
543.2,2729.1233657288300000
543.6,2707.3232876080400000
544,2700.6793770154100000
544.4,2725.0770174318800000
544.8,2713.9510495166700000
545.2,2682.9599530081500000
545.6,2696.4603028219600000
546,2656.7876329138100000
546.4,2675.1506698411300000
546.8,2665.0263293531200000
547.2,2664.2491191849800000
547.6,2673.5174713308300000
548,2671.0072745131300000
548.4,2653.4236429307500000
548.8,2679.2386053527000000
549.2,2673.3815445696800000
549.6,2670.6779301946700000
550,2693.6092262456500000
550.4,2712.6808795484300000
550.8,2731.5762038009700000
551.2,2739.0672683625200000
551.6,2764.6890630666500000
552,2775.6518187760300000
552.4,2812.5090144435500000
552.8,2823.2887620368000000
553.2,2880.6329444950600000
553.6,2908.2659847133600000
554,2928.2070327446900000
554.4,2977.3721802089400000
554.8,3013.0333371831000000
555.2,3068.9611359920200000
555.6,3110.6728611446700000
556,3150.9211747508800000
556.4,3217.6765513726900000
556.8,3282.5166695654200000
557.2,3333.6279110336600000
557.6,3394.3080327126500000
558,3483.2326335190500000
558.4,3561.9848945601100000
558.8,3635.1856985216500000
559.2,3711.1003331062800000
559.6,3782.7006101529700000
560,3867.4389465251500000
560.4,3974.5421451580200000
560.8,4057.2744240818500000
561.2,4130.6260034849400000
561.6,4238.2748292997600000
562,4335.5061750864000000
562.4,4444.1395382372800000
562.8,4540.2315919231400000
563.2,4651.2000496724100000
563.6,4741.8414909925400000
564,4853.8054988283700000
564.4,4942.8262091919800000
564.8,5090.6380734634100000
565.2,5190.0706382866500000
565.6,5298.7250339457100000
566,5399.6274221412100000
566.4,5519.8625915387500000
566.8,5635.2283001701700000
567.2,5730.1858859461500000
567.6,5827.1799853953500000
568,5923.8422226056200000
568.4,6051.7433683048200000
568.8,6148.4101776310200000
569.2,6259.7478733805600000
569.6,6344.6614957576900000
570,6470.3049469229500000
570.4,6559.3363051138900000
570.8,6638.9343766145500000
571.2,6730.0292642838600000
571.6,6821.5366079474900000
572,6906.0912770676600000
572.4,6986.9970300416200000
572.8,7090.6280608432300000
573.2,7151.8751728884500000
573.6,7249.2610810256600000
574,7304.9074891454700000
574.4,7379.7130112322400000
574.8,7475.5248498656000000
575.2,7518.0643070263600000
575.6,7588.5118574576500000
576,7653.0118784434700000
576.4,7717.0572443384500000
576.8,7789.9615556549300000
577.2,7831.8514266304700000
577.6,7893.6034666959800000
578,7945.5543824892200000
578.4,7969.9043902825300000
578.8,8003.9655036650200000
579.2,8053.3282699647900000
579.6,8082.6209890570300000
580,8117.4727283437900000
580.4,8148.7627210278000000
580.8,8136.4780570951300000
581.2,8180.0405952309000000
581.6,8142.7785198559500000
582,8188.0361776985000000
582.4,8177.3169070643600000
582.8,8151.7825766168000000
583.2,8116.0596045853400000
583.6,8106.3955299859100000
584,8093.8553634451500000
584.4,8056.7778944507400000
584.8,7994.4342028917600000
585.2,7945.7042123234000000
585.6,7918.5955020671000000
586,7857.1123736693600000
586.4,7786.7473099395100000
586.8,7726.7525376893400000
587.2,7671.4832767658800000
587.6,7616.3357956847500000
588,7558.0002538598400000
588.4,7520.8840428825100000
588.8,7470.5606132548700000
589.2,7399.5547404812500000
589.6,7346.0880466178500000
590,7274.5912120300200000
590.4,7244.9638058389200000
590.8,7203.7407193979800000
591.2,7205.0972841488300000
591.6,7161.0307025128100000
592,7132.0777676698200000
592.4,7138.2882041125400000
592.8,7147.3416837353100000
593.2,7156.3004190690200000
593.6,7170.8523560625200000
594,7194.2487051831900000
594.4,7213.8411079095700000
594.8,7274.0711147594900000
595.2,7332.0588263387400000
595.6,7400.4938479200500000
596,7487.9057707645400000
596.4,7590.2872927870200000
596.8,7690.4190368298700000
597.2,7807.5069220856300000
597.6,7923.2964051384600000
598,8046.5915328867300000
598.4,8203.2905932544100000
598.8,8355.9622461622300000
599.2,8499.4369732859500000
599.6,8669.3507694085300000
600,8838.6902535347900000
600.4,9024.5087072491800000
600.8,9181.4044776183700000
601.2,9379.9487537963400000
601.6,9563.5915164774900000
602,9744.5676089250600000
602.4,9960.5059088402700000
602.8,10156.8688809614000000
603.2,10340.8594324721000000
603.6,10544.0860482902000000
604,10740.9573891904000000
604.4,10959.4687190681000000
604.8,11143.5676042466000000
605.2,11350.6106292260000000
605.6,11548.2422642482000000
606,11751.8098112134000000
606.4,11941.1830982264000000
606.8,12144.1964719858000000
607.2,12321.0682693051000000
607.6,12492.5742951511000000
608,12688.4445738921000000
608.4,12842.8012186828000000
608.8,13007.7727019581000000
609.2,13155.3839089714000000
609.6,13303.7136604746000000
610,13449.2241288300000000
610.4,13582.5473869126000000
610.8,13713.7739603392000000
611.2,13838.6153703076000000
611.6,13931.5056688032000000
612,14057.5557572624000000
612.4,14146.9069346753000000
612.8,14237.6387404316000000
613.2,14309.4162709744000000
613.6,14419.8249732890000000
614,14419.3929636235000000
614.4,14489.0068451502000000
614.8,14534.5089023053000000
615.2,14583.5189274796000000
615.6,14637.0370105674000000
616,14668.2526585038000000
616.4,14677.3472994206000000
616.8,14697.7114823855000000
617.2,14711.0763808447000000
617.6,14703.9954038803000000
618,14702.9103707552000000
618.4,14675.9357202152000000
618.8,14642.8291187903000000
619.2,14622.3995585376000000
619.6,14578.9130665222000000
620,14560.3816463003000000
620.4,14474.8929882247000000
620.8,14422.9105969753000000
621.2,14348.2207562043000000
621.6,14264.2146690088000000
622,14164.4903439594000000
622.4,14060.7124144514000000
622.8,13933.3121240027000000
623.2,13825.0204174141000000
623.6,13698.6966355293000000
624,13570.1831710195000000
624.4,13445.5200388341000000
624.8,13272.0971302118000000
625.2,13155.3608305628000000
625.6,12964.2226545699000000
626,12798.2938565241000000
626.4,12659.1111762853000000
626.8,12494.2757971200000000
627.2,12302.8949236944000000
627.6,12161.2330841533000000
628,11980.6418618380000000
628.4,11809.4472040103000000
628.8,11661.7765752143000000
629.2,11459.9169883995000000
629.6,11331.7735442131000000
630,11177.5356180696000000
630.4,11035.7502413635000000
630.8,10883.7428887733000000
631.2,10744.5535699931000000
631.6,10605.2470598578000000
632,10480.3326394572000000
632.4,10392.8468705097000000
632.8,10338.7110224201000000
633.2,10233.2065996641000000
633.6,10158.7359332646000000
634,10071.4545255947000000
634.4,10015.4079125582000000
634.8,9964.7806228700800000
635.2,9949.9999340509100000
635.6,9904.9727956318000000
636,9887.3620239268700000
636.4,9902.2961196804500000
636.8,9942.8606747163400000
637.2,9966.8564902715000000
637.6,10016.2460425662000000
638,10074.3486666202000000
638.4,10155.0519559218000000
638.8,10262.8565490447000000
639.2,10388.2339775417000000
639.6,10550.1127295543000000
640,10710.0985486450000000
640.4,10918.6807297093000000
640.8,11116.2372316255000000
641.2,11356.7682013768000000
641.6,11628.3981727536000000
642,11877.5802356561000000
642.4,12179.4856748271000000
642.8,12556.2182797753000000
643.2,12923.0138025990000000
643.6,13334.8525408800000000
644,13762.3457951459000000
644.4,14269.8176555091000000
644.8,14761.2987217796000000
645.2,15333.1250176334000000
645.6,15929.1272465224000000
646,16590.7274307548000000
646.4,17281.3004341693000000
646.8,18022.1597973378000000
647.2,18820.9894673367000000
647.6,19687.0975436500000000
648,20594.1272384432000000
648.4,21561.6155618465000000
648.8,22580.2788456648000000
649.2,23695.4529791535000000
649.6,24859.0567478869000000
650,26080.9600315987000000
650.4,27394.0689886099000000
650.8,28759.9799239501000000
651.2,30215.5803697118000000
651.6,31708.8535412220000000
652,33323.8048934674000000
652.4,34982.2533864883000000
652.8,36691.0303345507000000
653.2,38494.7079271628000000
653.6,40325.9241508196000000
654,42223.2217444099000000
654.4,44170.3582353220000000
654.8,46153.7674382966000000
655.2,48202.5647976768000000
655.6,50244.0409659452000000
656,52305.4606334749000000
656.4,54373.7372281999000000
656.8,56408.4390811704000000
657.2,58464.5582270865000000
657.6,60447.1555708061000000
658,62361.0749692429000000
658.4,64226.4372653268000000
658.8,66043.6462299936000000
659.2,67720.5127741764000000
659.6,69339.2198182502000000
660,70796.8385665838000000
660.4,72131.0474484848000000
660.8,73340.1713268572000000
661.2,74432.6704794619000000
661.6,75285.0246645538000000
662,76002.1304752432000000
662.4,76536.7033115346000000
662.8,76848.1880889361000000
663.2,76995.6989093915000000
663.6,76936.7558732953000000
664,76700.4379541015000000
664.4,76252.7781319932000000
664.8,75649.4436875157000000
665.2,74830.1066026445000000
665.6,73877.4386127592000000
666,72721.5895270854000000
666.4,71409.0551148713000000
666.8,70005.5954835355000000
667.2,68396.4071430972000000
667.6,66686.8017622978000000
668,64820.7986948541000000
668.4,62900.0583560817000000
668.8,60894.3904034413000000
669.2,58753.1001724920000000
669.6,56634.8398362245000000
670,54421.2766787855000000
670.4,52217.3038566824000000
670.8,49989.7750476436000000
671.2,47717.6690793558000000
671.6,45501.1989452961000000
672,43230.4475970465000000
672.4,41072.4831468419000000
672.8,38874.3625227647000000
673.2,36746.6955875666000000
673.6,34707.4296681959000000
674,32677.5619429618000000
674.4,30773.2924076359000000
674.8,28838.1976435693000000
675.2,27032.9876277787000000
675.6,25322.1712297051000000
676,23615.5606270136000000
676.4,22088.8645767125000000
676.8,20576.3947393026000000
677.2,19197.2924202639000000
677.6,17847.9256969486000000
678,16577.3394476620000000
678.4,15386.6606214934000000
678.8,14277.7317549148000000
679.2,13188.3655524872000000
679.6,12243.1553107853000000
680,11296.8289221697000000
680.4,10493.1757267491000000
680.8,9698.1751718733400000
681.2,8953.8019741442500000
681.6,8279.6251811401000000
682,7628.1893963056600000
682.4,7035.8219664462000000
682.8,6498.3588231756200000
683.2,5976.0089963081800000
683.6,5514.2420915508800000
684,5057.2113140530300000
684.4,4704.4525062749100000
684.8,4348.0069004418000000
685.2,3986.6751110131500000
685.6,3686.6506955854000000
686,3409.8879142928100000
686.4,3126.1039895528600000
686.8,2910.0711652232500000
687.2,2713.4740622426500000
687.6,2520.1944371791300000
688,2309.7916307947700000
688.4,2156.9016376433300000
688.8,1990.8579212650800000
689.2,1856.6089085023500000
689.6,1767.5151027657500000
690,1632.1961645863700000
690.4,1502.5250854226200000
690.8,1394.6027044641900000
691.2,1305.5407208814300000
691.6,1235.5663563224600000
692,1153.4513716455700000
692.4,1055.0017706324800000
692.8,1032.7741769601600000
693.2,949.8619256542280000
693.6,901.6915231274170000
694,834.4614272700310000
694.4,776.9820407609080000
694.8,746.0284094918810000
695.2,679.6287887210180000
695.6,664.5779110729600000
696,619.8705726986860000
696.4,594.8414930839560000
696.8,566.9067948890150000
697.2,520.6868243327290000
697.6,529.4684516522910000
698,477.0960649532930000
698.4,441.4680302573000000
698.8,429.6740050368930000
699.2,408.7024983021220000
699.6,395.3040773077560000
700,377.7958491075830000
700.4,351.9721485526540000
700.8,352.9344485546470000
701.2,351.4113152812610000
701.6,312.8374758410220000
702,300.7466254993020000
702.4,299.2643421345500000
702.8,286.9698933023890000
703.2,306.5979591251850000
703.6,240.5214293613350000
704,241.8016440817710000
704.4,253.2869394935920000
704.8,219.8023744224920000
705.2,224.3055050439360000
705.6,213.1246573075090000
706,198.2711202103190000
706.4,222.9022241804720000
706.8,182.3681576094590000
707.2,184.4498941744190000
707.6,162.0761716831660000
708,159.4677727087180000
708.4,142.7695398603560000
708.8,168.8257318363570000
709.2,159.3315195667570000
709.6,143.4360191788940000
710,162.1890127977060000
710.4,114.8635747891900000
710.8,117.0607191308490000
711.2,109.8849969442500000
711.6,101.6792790368330000
712,101.7938260253790000
712.4,84.5942276454574000
712.8,104.6075207520400000
713.2,97.6536943948189000
713.6,68.1172737377041000
714,87.6282381750324000
714.4,86.2671654749642000
714.8,73.7940976515965000
715.2,80.2499613411455000
715.6,60.3405065030306000
716,60.3021254644373000
716.4,63.6627155923709000
716.8,44.7510168632215000
717.2,31.5071018322451000
717.6,36.3358348731674000
718,29.1615171644855000
718.4,20.7387006408920000
718.8,-4.4626484498838400
719.2,24.6094123009306000
719.6,-0.4064451310029430
720,0.0000000000000000
720.4,24.4644408346494000
720.8,14.7774737119761000
721.2,-30.7423138332288000
721.6,2.8905827802965000
722,-18.4763722445511000
722.4,6.8373652892794000
722.8,-15.7453746090234000
723.2,15.3381677325197000
723.6,-9.2520504278637100
724,-9.4502300888173500
724.4,-14.7322159138468000
724.8,12.8608089205720000
725.2,-13.8526236791582000
725.6,-35.9660832402315000
726,-43.9028823428896000
726.4,-36.1348380131139000
726.8,-36.4286643776309000
727.2,-17.1413898251657000
727.6,-37.9885232377482000
728,-36.8968340870024000
728.4,-66.6295819248886000
728.8,-61.0490946067559000
729.2,-32.0851235124738000
729.6,-55.9128536959878000
730,-90.7748773803419000
730.4,-76.2652809453171000
730.8,-94.4182052917507000
731.2,-98.3690120398527000
731.6,-93.2354392389533000
732,-138.0956225559490000
732.4,-114.1645315739850000
732.8,-130.1615851717360000
733.2,-137.9634624785500000
733.6,-122.3440278547080000
734,-131.9178889803500000
734.4,-140.1795902492130000
734.8,-137.3810942519380000
735.2,-167.2091897275010000
735.6,-165.7920658025610000
736,-168.3851571516650000
736.4,-171.4455283383540000
736.8,-154.8568177113520000
737.2,-171.5287511649340000
737.6,-168.4237960282980000
738,-202.5162485898760000
738.4,-199.3426524028000000
738.8,-184.9475193174150000
739.2,-177.2815211814300000
739.6,-172.3875340683850000
740,-180.9255566568320000
740.4,-177.9613953211850000
740.8,-172.9756323966290000
741.2,-202.5568550719380000
741.6,-186.7051888514900000
742,-189.7344626549980000
742.4,-218.9403588944850000
742.8,-175.5058599028710000
743.2,-224.3010037063430000
743.6,-187.7265050526030000
744,-212.2639252362580000
744.4,-193.2974235857380000
744.8,-219.4910997210350000
745.2,-230.6045716364030000
745.6,-201.3949964311780000
746,-249.9202389281080000
746.4,-226.7367489115940000
746.8,-227.0074559220780000
747.2,-220.0423810103060000
747.6,-272.0282785943560000
748,-263.8310460322120000
748.4,-253.9010714671000000
748.8,-277.6925103207540000
749.2,-262.0309208439120000
749.6,-272.8113320860170000
750,-282.4092091140990000
