nm,Chl_a70
512.8,1131.26399
513.2,1159.64254
513.6,1157.23472
514,1185.07358
514.4,1198.74449
514.8,1211.84915
515.2,1236.40675
515.6,1250.22263
516,1278.03143
516.4,1314.266
516.8,1344.64531
517.2,1370.54435
517.6,1400.10257
518,1421.0715
518.4,1475.12873
518.8,1497.97214
519.2,1513.97405
519.6,1540.28527
520,1603.21652
520.4,1605.21087
520.8,1651.66757
521.2,1698.56353
521.6,1739.06175
522,1766.65019
522.4,1788.15487
522.8,1831.03629
523.2,1858.96049
523.6,1892.96205
524,1940.18406
524.4,1963.59647
524.8,2030.84222
525.2,2064.14458
525.6,2087.34746
526,2121.03543
526.4,2159.52748
526.8,2164.28437
527.2,2199.66229
527.6,2227.44647
528,2252.73914
528.4,2281.35599
528.8,2282.63731
529.2,2330.93932
529.6,2365.26122
530,2383.35265
530.4,2373.83183
530.8,2396.41104
531.2,2447.50174
531.6,2468.91024
532,2474.406
532.4,2474.46165
532.8,2516.32098
533.2,2517.32829
533.6,2530.47607
534,2551.96382
534.4,2557.45099
534.8,2596.81766
535.2,2587.65251
535.6,2592.87998
536,2595.79973
536.4,2621.77397
536.8,2620.94272
537.2,2602.4082
537.6,2637.54676
538,2635.42587
538.4,2644.60795
538.8,2627.81109
539.2,2658.35078
539.6,2641.19097
540,2656.27996
540.4,2652.23019
540.8,2643.68435
541.2,2652.29968
541.6,2638.02196
542,2634.18458
542.4,2647.82923
542.8,2640.61942
543.2,2651.8785
543.6,2653.45013
544,2621.18086
544.4,2650.1322
544.8,2653.96814
545.2,2629.87278
545.6,2631.88648
546,2633.84868
546.4,2607.30385
546.8,2629.68159
547.2,2653.98088
547.6,2653.32024
548,2645.63862
548.4,2665.31454
548.8,2685.71699
549.2,2685.36282
549.6,2688.69174
550,2701.73274
550.4,2689.70826
550.8,2746.62031
551.2,2748.29926
551.6,2745.27334
552,2778.00593
552.4,2796.47728
552.8,2836.32893
553.2,2872.83981
553.6,2877.95423
554,2923.35748
554.4,2978.41103
554.8,3030.61456
555.2,3035.32196
555.6,3100.2483
556,3134.37813
556.4,3214.19354
556.8,3245.95325
557.2,3309.93049
557.6,3376.12078
558,3440.5683
558.4,3506.00171
558.8,3580.24166
559.2,3657.84085
559.6,3747.59613
560,3830.80517
560.4,3898.77226
560.8,3997.88611
561.2,4064.90195
561.6,4164.79245
562,4244.81315
562.4,4344.31743
562.8,4448.57448
563.2,4561.08991
563.6,4657.65061
564,4771.52659
564.4,4883.28597
564.8,4976.55263
565.2,5099.87881
565.6,5180.94306
566,5306.69795
566.4,5399.29578
566.8,5514.55957
567.2,5635.18703
567.6,5760.58464
568,5832.06417
568.4,5946.4533
568.8,6047.73769
569.2,6136.20514
569.6,6236.83036
570,6352.37135
570.4,6457.02182
570.8,6533.24574
571.2,6627.93248
571.6,6731.08202
572,6819.66281
572.4,6912.5569
572.8,6989.9994
573.2,7083.80932
573.6,7156.59726
574,7248.61477
574.4,7309.30238
574.8,7398.58181
575.2,7461.64397
575.6,7530.90209
576,7598.25053
576.4,7676.10397
576.8,7727.04884
577.2,7785.48178
577.6,7859.95316
578,7906.85668
578.4,7977.61632
578.8,8043.23939
579.2,8087.19092
579.6,8134.7183
580,8177.13938
580.4,8226.52224
580.8,8244.08901
581.2,8300.00715
581.6,8340.71872
582,8348.04693
582.4,8358.37729
582.8,8381.58872
583.2,8407.37822
583.6,8395.78225
584,8403.70029
584.4,8406.31965
584.8,8389.93707
585.2,8405.88213
585.6,8384.19227
586,8385.69364
586.4,8353.979
586.8,8320.66566
587.2,8299.89429
587.6,8265.32153
588,8242.56773
588.4,8191.57029
588.8,8182.6257
589.2,8135.45315
589.6,8074.59211
590,8058.20138
590.4,8009.23993
590.8,7987.7069
591.2,7965.43511
591.6,7970.02616
592,7930.7371
592.4,7938.75359
592.8,7921.93423
593.2,7920.56614
593.6,7925.55064
594,7917.20966
594.4,7948.79655
594.8,8000.10396
595.2,8020.19079
595.6,8044.13328
596,8117.28383
596.4,8207.09215
596.8,8274.55125
597.2,8362.0252
597.6,8462.66219
598,8567.51085
598.4,8690.47739
598.8,8814.72921
599.2,8946.34982
599.6,9072.4161
600,9230.00563
600.4,9387.43475
600.8,9549.32218
601.2,9716.92061
601.6,9901.01735
602,10047.18028
602.4,10255.34208
602.8,10446.72951
603.2,10643.32457
603.6,10804.85002
604,11000.07298
604.4,11188.57284
604.8,11403.41999
605.2,11579.19715
605.6,11782.67656
606,11998.41061
606.4,12198.51602
606.8,12365.81803
607.2,12567.14005
607.6,12736.47368
608,12951.71029
608.4,13121.66552
608.8,13291.84536
609.2,13472.7517
609.6,13611.04987
610,13803.64652
610.4,13946.80087
610.8,14073.86834
611.2,14214.54193
611.6,14371.56515
612,14494.22287
612.4,14590.61428
612.8,14696.64041
613.2,14811.68394
613.6,14922.75177
614,14993.225
614.4,15070.02511
614.8,15118.62653
615.2,15164.74634
615.6,15227.59471
616,15266.86524
616.4,15321.36986
616.8,15350.19133
617.2,15376.95068
617.6,15386.25095
618,15391.79261
618.4,15377.7422
618.8,15382.90776
619.2,15377.84
619.6,15344.43132
620,15330.93283
620.4,15279.84577
620.8,15265.1449
621.2,15209.59506
621.6,15161.94101
622,15082.07507
622.4,15020.41255
622.8,14926.74318
623.2,14847.62329
623.6,14744.2464
624,14647.36783
624.4,14567.38287
624.8,14442.78785
625.2,14325.60053
625.6,14201.39842
626,14059.13091
626.4,13900.35485
626.8,13772.10954
627.2,13611.87507
627.6,13455.4814
628,13304.71482
628.4,13160.28242
628.8,13016.21701
629.2,12839.02201
629.6,12684.27354
630,12534.14258
630.4,12394.1918
630.8,12260.7152
631.2,12101.79012
631.6,11952.68314
632,11835.28256
632.4,11699.29435
632.8,11572.28119
633.2,11462.18402
633.6,11344.79202
634,11277.59235
634.4,11190.81392
634.8,11106.17435
635.2,11022.57351
635.6,10980.36587
636,10928.3984
636.4,10907.09433
636.8,10863.29235
637.2,10873.97136
637.6,10876.79832
638,10894.13878
638.4,10946.72277
638.8,11011.38999
639.2,11071.1672
639.6,11170.32413
640,11285.66326
640.4,11418.73476
640.8,11589.50112
641.2,11760.19055
641.6,11959.35758
642,12178.59695
642.4,12434.58269
642.8,12699.41259
643.2,13001.27173
643.6,13352.14063
644,13708.72717
644.4,14096.66668
644.8,14524.17741
645.2,14954.40222
645.6,15477.41944
646,16025.78408
646.4,16601.35183
646.8,17222.48335
647.2,17886.69659
647.6,18603.97933
648,19381.03075
648.4,20176.44272
648.8,21021.72705
649.2,21981.20858
649.6,22951.35466
650,24003.74983
650.4,25139.40183
650.8,26303.03201
651.2,27516.06753
651.6,28816.51902
652,30186.56908
652.4,31591.6069
652.8,33085.88658
653.2,34674.77964
653.6,36293.38311
654,37964.58255
654.4,39702.40791
654.8,41491.53203
655.2,43330.81613
655.6,45179.59599
656,47100.55365
656.4,49038.22998
656.8,50972.17889
657.2,52934.23629
657.6,54874.39329
658,56826.64661
658.4,58722.31498
658.8,60584.52642
659.2,62390.05885
659.6,64140.13772
660,65798.90225
660.4,67400.73021
660.8,68871.07628
661.2,70256.6738
661.6,71447.51275
662,72575.60487
662.4,73530.71324
662.8,74307.13684
663.2,74972.83199
663.6,75451.68979
664,75769.21925
664.4,75854.23485
664.8,75815.00445
665.2,75590.67916
665.6,75177.99437
666,74581.12548
666.4,73845.42662
666.8,72930.24359
667.2,71840.38534
667.6,70602.13036
668,69255.3377
668.4,67755.20642
668.8,66145.05279
669.2,64405.01264
669.6,62579.24743
670,60665.39651
670.4,58721.4276
670.8,56642.465
671.2,54599.72434
671.6,52459.4939
672,50310.36824
672.4,48185.23422
672.8,46037.51602
673.2,43895.38386
673.6,41802.04414
674,39682.64455
674.4,37668.11819
674.8,35618.58641
675.2,33670.9705
675.6,31787.566
676,29937.70421
676.4,28186.00237
676.8,26452.82745
677.2,24832.25568
677.6,23256.46268
678,21768.97231
678.4,20323.15136
678.8,18966.37478
679.2,17677.87696
679.6,16479.40172
680,15317.12881
680.4,14248.09082
680.8,13219.83339
681.2,12243.45863
681.6,11375.67166
682,10517.87209
682.4,9759.80034
682.8,9017.43848
683.2,8369.66912
683.6,7732.73168
684,7132.84955
684.4,6598.31259
684.8,6070.62335
685.2,5620.45534
685.6,5188.67203
686,4807.22194
686.4,4425.1122
686.8,4112.06937
687.2,3776.69894
687.6,3490.37607
688,3224.42821
688.4,3008.96059
688.8,2770.12761
689.2,2547.09283
689.6,2378.74724
690,2198.06356
690.4,2044.75741
690.8,1890.65098
691.2,1744.46175
691.6,1625.8665
692,1518.05214
692.4,1399.69948
692.8,1269.7918
693.2,1200.35015
693.6,1120.9028
694,1025.71228
694.4,963.71073
694.8,913.77868
695.2,834.19751
695.6,764.74804
696,757.97536
696.4,680.65312
696.8,606.58775
697.2,597.96791
697.6,559.35873
698,550.24091
698.4,482.92336
698.8,435.70271
699.2,436.49262
699.6,396.3578
700,397.94707
700.4,387.34388
700.8,336.40176
701.2,325.32015
701.6,299.97839
702,290.84492
702.4,271.08537
702.8,239.54994
703.2,252.85646
703.6,243.28514
704,221.84459
704.4,180.46465
704.8,203.31736
705.2,190.76899
705.6,170.82196
706,137.72726
706.4,154.93055
706.8,162.72554
707.2,121.94673
707.6,111.41079
708,115.81289
708.4,86.00351
708.8,88.45046
709.2,104.06181
709.6,54.55622
710,60.12767
710.4,61.30152
710.8,57.7132
711.2,77.71518
711.6,46.75761
712,62.10623
712.4,5.37E+01
712.8,44.27455
713.2,5.08E+01
713.6,1.94E+01
714,2.12E+01
714.4,5.05E+01
714.8,1.25E+00
715.2,2.61E+01
715.6,2.22E+01
716,2.85E+01
716.4,3.14E+01
716.8,3.91E+01
717.2,1.33E+01
717.6,2.08E+01
718,2.74E+01
718.4,7.30E+00
718.8,1.19E+01
719.2,9.77E-01
719.6,2.26E+01
720,0.00E+00
720.4,-7.77E+00
720.8,2.74E+01
721.2,1.61E+01
721.6,2.83E+01
722,2.20E+01
722.4,1.63E+01
722.8,2.46E+01
723.2,1.22E+01
723.6,5.36E+01
724,1.94E+01
724.4,8.21E+00
724.8,1.31E+01
725.2,8.05E-01
725.6,1.42E+00
726,-7.20E+00
726.4,-7.43E+00
726.8,2.57E+01
727.2,1.19E+00
727.6,8.01E+00
728,4.25E+00
728.4,-3.19E+01
728.8,-3.38E+01
729.2,-3.18E+01
729.6,-2.40E+01
730,-2.76E+00
730.4,-3.77E+01
730.8,-1.67E+01
731.2,-4.69E+00
731.6,7.728
732,-1.74E+01
732.4,-1.27E+01
732.8,-1.80E+01
733.2,-5.00377
733.6,-3.84E+00
734,-17.66025
734.4,-16.19451
734.8,-10.16017
735.2,-60.55019
735.6,-13.65694
736,-1.56E+01
736.4,-51.52657
736.8,-1.76777
737.2,-57.00691
737.6,-55.63587
738,-46.53375
738.4,-86.40063
738.8,-68.07946
739.2,-79.68921
739.6,-31.79536
740,-95.53494
740.4,-45.83881
740.8,-54.09291
741.2,-72.63323
741.6,-69.61048
742,-83.26207
742.4,-72.30135
742.8,-69.74557
743.2,-88.50158
743.6,-67.16203
744,-76.90468
744.4,-97.12726
744.8,-55.77692
745.2,-44.88115
745.6,-73.36793
746,-83.7661
746.4,-74.24732
746.8,-42.77871
747.2,-100.08447
747.6,-104.25514
748,-69.93159
748.4,-63.11553
748.8,-80.00946
749.2,-95.12104
749.6,-92.02272
750,82.02008
