nm,Chl_b70
446.4,68415.78324
446.8,69962.36674
447.2,71600.80474
447.6,73328.32567
448,75181.26126
448.4,77069.77764
448.8,79065.98263
449.2,81149.21259
449.6,83272.56536
450,85484.6837
450.4,87741.56771
450.8,90026.8359
451.2,92405.75054
451.6,94773.40612
452,97156.31141
452.4,99543.52249
452.8,101933.04072
453.2,104318.27616
453.6,106653.26689
454,108948.46745
454.4,111171.45639
454.8,113354.62271
455.2,115437.32267
455.6,117416.6886
456,119284.94596
456.4,121022.48847
456.8,122672.17024
457.2,124147.00622
457.6,125479.39131
458,126650.92281
458.4,127616.63618
458.8,128445.24632
459.2,129082.84035
459.6,129534.31012
460,129841.06171
460.4,129931.52286
460.8,129857.32547
461.2,129579.55684
461.6,129150.49282
462,128518.67699
462.4,127716.89186
462.8,126741.12645
463.2,125641.70407
463.6,124325.76204
464,122896.23706
464.4,121353.50324
464.8,119622.56242
465.2,117786.02704
465.6,115855.27709
466,113790.01536
466.4,111654.65332
466.8,109421.87613
467.2,107106.8928
467.6,104734.06737
468,102299.62277
468.4,99818.53007
468.8,97290.11467
469.2,94717.04311
469.6,92127.07414
470,89521.68123
470.4,86900.07195
470.8,84287.21964
471.2,81649.5027
471.6,79039.5738
472,76434.19765
472.4,73880.87463
472.8,71310.46403
473.2,68784.57033
473.6,66303.7302
474,63851.22883
474.4,61456.6817
474.8,59120.88177
475.2,56774.86484
475.6,54517.08949
476,52317.12606
476.4,50153.85637
476.8,48053.77157
477.2,46016.94874
477.6,44048.2933
478,42119.13916
478.4,40267.57711
478.8,38502.90307
479.2,36726.5288
479.6,35054.06019
480,33433.52423
480.4,31909.11259
480.8,30389.43315
481.2,28978.80987
481.6,27582.11181
482,26276.04406
482.4,24997.73645
482.8,23817.13669
483.2,22661.18639
483.6,21562.53566
484,20498.32064
484.4,19516.1959
484.8,18570.08511
485.2,17648.11857
485.6,16790.66913
486,15978.28899
486.4,15212.86443
486.8,14470.68659
487.2,13778.8449
487.6,13120.49897
488,12476.06962
488.4,11900.06627
488.8,11322.65048
489.2,10785.05345
489.6,10311.69322
490,9840.2988
490.4,9386.10339
490.8,8956.83435
491.2,8552.35415
491.6,8186.50291
492,7835.65161
492.4,7514.91634
492.8,7193.56401
493.2,6913.96413
493.6,6636.96868
494,6380.9965
494.4,6134.27324
494.8,5906.69644
495.2,5680.3238
495.6,5486.69642
496,5286.28124
496.4,5124.2894
496.8,4955.51558
497.2,4790.8912
497.6,4635.38981
498,4483.4214
498.4,4367.41625
498.8,4243.66487
499.2,4116.88952
499.6,4015.67291
500,3927.79242
500.4,3840.21287
500.8,3741.139
501.2,3647.49326
501.6,3568.90895
502,3522.43062
502.4,3473.35323
502.8,3387.03114
503.2,3336.57312
503.6,3263.28541
504,3227.54963
504.4,3179.76105
504.8,3125.35017
505.2,3094.30417
505.6,3055.716
506,3016.59119
506.4,2987.57825
506.8,2955.36218
507.2,2938.77283
507.6,2901.31864
508,2880.5657
508.4,2832.08153
508.8,2830.98795
509.2,2799.38129
509.6,2786.04788
510,2768.19263
510.4,2760.94959
510.8,2747.98404
511.2,2737.27922
511.6,2708.70995
512,2707.99811
512.4,2693.35568
512.8,2699.89067
513.2,2686.70316
513.6,2694.13776
514,2692.02542
514.4,2686.82684
514.8,2673.43651
515.2,2688.16624
515.6,2686.11732
516,2687.04915
516.4,2684.79378
516.8,2698.58433
517.2,2706.40805
517.6,2736.24822
518,2725.32017
518.4,2757.54267
518.8,2760.23087
519.2,2748.9246
519.6,2780.69123
520,2805.25371
520.4,2814.30557
520.8,2830.60559
521.2,2865.32097
521.6,2903.3251
522,2918.3488
522.4,2924.4845
522.8,2950.51485
523.2,2984.60273
523.6,3016.65006
524,3050.65177
524.4,3080.19102
524.8,3120.88867
525.2,3184.9599
525.6,3200.36428
526,3240.8942
526.4,3267.12412
526.8,3325.72825
527.2,3336.87387
527.6,3382.36457
528,3418.19211
528.4,3464.78746
528.8,3498.04736
529.2,3546.37954
529.6,3619.30081
530,3668.28397
530.4,3711.67396
530.8,3738.42846
531.2,3809.5222
531.6,3870.73925
532,3913.42643
532.4,3973.98689
532.8,4036.05178
533.2,4101.11516
533.6,4137.61925
534,4195.97943
534.4,4252.07656
534.8,4313.45797
535.2,4359.24335
535.6,4412.49606
536,4454.24247
536.4,4509.22245
536.8,4572.87216
537.2,4617.24835
537.6,4682.17536
538,4729.26596
538.4,4784.19559
538.8,4825.29653
539.2,4860.28133
539.6,4896.96464
540,4969.09672
540.4,5009.27318
540.8,5025.85436
541.2,5060.72054
541.6,5110.48098
542,5129.34867
542.4,5164.12396
542.8,5204.25481
543.2,5240.29631
543.6,5272.66918
544,5280.16786
544.4,5341.21243
544.8,5365.73139
545.2,5360.57895
545.6,5401.06212
546,5417.27319
546.4,5439.73747
546.8,5454.57536
547.2,5478.52891
547.6,5499.78027
548,5524.73685
548.4,5536.52515
548.8,5556.38521
549.2,5561.29308
549.6,5586.22934
550,5582.50019
550.4,5598.35797
550.8,5620.2089
551.2,5618.18551
551.6,5616.29768
552,5641.24679
552.4,5627.55463
552.8,5658.14002
553.2,5669.68391
553.6,5656.86982
554,5662.78101
554.4,5696.83117
554.8,5716.37866
555.2,5693.65103
555.6,5725.55687
556,5725.8901
556.4,5748.90694
556.8,5774.81935
557.2,5753.1703
557.6,5785.38435
558,5811.57851
558.4,5816.92655
558.8,5849.12322
559.2,5889.26202
559.6,5907.32204
560,5930.09035
560.4,5950.56255
560.8,5992.77488
561.2,6022.17173
561.6,6042.32495
562,6082.07164
562.4,6122.05985
562.8,6149.64532
563.2,6211.9968
563.6,6251.8724
564,6262.91679
564.4,6317.63391
564.8,6347.5209
565.2,6395.7098
565.6,6427.22664
566,6449.45503
566.4,6479.4152
566.8,6516.54211
567.2,6558.42239
567.6,6608.81258
568,6603.54942
568.4,6632.06319
568.8,6672.35393
569.2,6688.10354
569.6,6736.67117
570,6800.10277
570.4,6809.4974
570.8,6844.89961
571.2,6848.55504
571.6,6895.73446
572,6919.48958
572.4,6949.0068
572.8,6963.36091
573.2,6996.17726
573.6,7020.18708
574,7052.56456
574.4,7079.68639
574.8,7125.86548
575.2,7148.14938
575.6,7177.98115
576,7186.64365
576.4,7260.46395
576.8,7255.71106
577.2,7301.25251
577.6,7354.8734
578,7386.02255
578.4,7452.4407
578.8,7487.83744
579.2,7535.78752
579.6,7582.08838
580,7650.26235
580.4,7712.98833
580.8,7775.72294
581.2,7852.26953
581.6,7925.68313
582,8007.17217
582.4,8083.94774
582.8,8167.46598
583.2,8272.65422
583.6,8349.62014
584,8469.77756
584.4,8574.26004
584.8,8678.7772
585.2,8809.60262
585.6,8901.27416
586,9031.71194
586.4,9136.08972
586.8,9241.5286
587.2,9368.58668
587.6,9484.8748
588,9604.69354
588.4,9716.07577
588.8,9840.76132
589.2,9953.55929
589.6,10029.51815
590,10128.36772
590.4,10231.62366
590.8,10362.79446
591.2,10459.58454
591.6,10555.43498
592,10637.99656
592.4,10739.73857
592.8,10825.54913
593.2,10886.70342
593.6,10941.33025
594,10996.41742
594.4,11032.92234
594.8,11088.22677
595.2,11138.25229
595.6,11163.61712
596,11207.59101
596.4,11236.92091
596.8,11265.37977
597.2,11257.80279
597.6,11267.37656
598,11273.84908
598.4,11270.29886
598.8,11242.33054
599.2,11219.30529
599.6,11170.95205
600,11139.67455
600.4,11106.1526
600.8,11036.89355
601.2,10984.24711
601.6,10940.82109
602,10862.35395
602.4,10797.33986
602.8,10715.58948
603.2,10639.28965
603.6,10547.64364
604,10458.66543
604.4,10362.32844
604.8,10283.227
605.2,10190.89005
605.6,10085.56809
606,10026.9916
606.4,9945.15304
606.8,9851.91617
607.2,9759.65973
607.6,9676.42597
608,9625.41763
608.4,9547.88272
608.8,9466.58031
609.2,9393.85612
609.6,9312.5364
610,9263.48839
610.4,9207.03242
610.8,9158.37699
611.2,9126.34846
611.6,9092.20784
612,9056.29899
612.4,9011.99012
612.8,8983.87487
613.2,8972.93758
613.6,8965.40017
614,8942.22616
614.4,8934.19239
614.8,8898.47638
615.2,8905.83515
615.6,8911.23675
616,8889.34133
616.4,8908.57354
616.8,8905.80498
617.2,8908.97611
617.6,8910.86371
618,8920.13456
618.4,8922.24398
618.8,8944.0555
619.2,8944.30844
619.6,8971.13211
620,8990.17765
620.4,9026.75022
620.8,9047.90525
621.2,9091.72607
621.6,9140.01261
622,9189.77957
622.4,9227.12578
622.8,9298.88318
623.2,9368.75119
623.6,9460.27962
624,9540.98183
624.4,9662.99869
624.8,9779.71335
625.2,9915.55648
625.6,10055.38656
626,10211.53167
626.4,10371.67627
626.8,10588.15896
627.2,10803.84443
627.6,11018.04159
628,11279.78438
628.4,11558.57064
628.8,11879.48238
629.2,12176.79404
629.6,12551.93626
630,12931.95134
630.4,13346.47219
630.8,13786.9299
631.2,14262.66589
631.6,14752.0237
632,15301.84965
632.4,15868.2669
632.8,16464.44885
633.2,17097.83922
633.6,17779.18715
634,18483.42523
634.4,19223.11989
634.8,20012.41753
635.2,20822.94012
635.6,21691.38702
636,22574.78692
636.4,23507.56981
636.8,24456.47723
637.2,25471.01886
637.6,26467.23717
638,27516.34563
638.4,28593.6425
638.8,29661.75395
639.2,30776.42052
639.6,31874.10968
640,32998.86032
640.4,34096.73107
640.8,35217.70635
641.2,36293.41419
641.6,37367.57309
642,38402.70819
642.4,39414.55443
642.8,40398.83638
643.2,41304.65257
643.6,42173.30017
644,42983.4958
644.4,43737.1725
644.8,44365.95204
645.2,44939.18348
645.6,45466.51228
646,45887.11007
646.4,46186.05488
646.8,46408.73935
647.2,46510.76108
647.6,46540.07849
648,46452.19988
648.4,46275.05779
648.8,45968.54342
649.2,45615.49946
649.6,45127.60908
650,44574.57435
650.4,43913.16583
650.8,43209.14099
651.2,42378.08691
651.6,41478.9191
652,40544.75063
652.4,39519.25065
652.8,38486.13469
653.2,37375.82484
653.6,36220.374
654,35038.14362
654.4,33864.25128
654.8,32642.09325
655.2,31420.92657
655.6,30187.42205
656,28969.23414
656.4,27783.95271
656.8,26585.86463
657.2,25402.99306
657.6,24219.54684
658,23068.82026
658.4,21955.41602
658.8,20891.71893
659.2,19813.20315
659.6,18791.23232
660,17802.24966
660.4,16875.87568
660.8,15961.36509
661.2,15081.06342
661.6,14192.26071
662,13379.78396
662.4,12610.76953
662.8,11872.90937
663.2,11197.43264
663.6,10553.22289
664,9958.75306
664.4,9359.40949
664.8,8813.53082
665.2,8293.34656
665.6,7791.68914
666,7317.27692
666.4,6836.61596
666.8,6444.44984
667.2,6030.16029
667.6,5682.62383
668,5337.3361
668.4,5021.07122
668.8,4701.45494
669.2,4394.67396
669.6,4117.6858
670,3872.65224
670.4,3633.06845
670.8,3395.5266
671.2,3201.32855
671.6,2977.7424
672,2795.4763
672.4,2632.68254
672.8,2481.99316
673.2,2313.97238
673.6,2175.52904
674,2043.65484
674.4,1923.73127
674.8,1782.50352
675.2,1695.07722
675.6,1577.81784
676,1488.84587
676.4,1391.00309
676.8,1308.32822
677.2,1220.51228
677.6,1157.47594
678,1082.59484
678.4,1011.192
678.8,948.35898
679.2,909.6308
679.6,845.15828
680,814.61291
680.4,753.51908
680.8,717.77951
681.2,653.01924
681.6,618.47776
682,580.279
682.4,557.60754
682.8,537.90991
683.2,514.79684
683.6,490.04407
684,450.14138
684.4,430.03188
684.8,406.48434
685.2,374.37395
685.6,370.46598
686,336.30261
686.4,341.16195
686.8,304.39025
687.2,284.21128
687.6,287.39869
688,256.21933
688.4,265.36052
688.8,270.92549
689.2,237.50588
689.6,223.69552
690,222.23971
690.4,218.05313
690.8,195.44476
691.2,186.99473
691.6,185.09631
692,187.73155
692.4,185.02776
692.8,148.86866
693.2,163.30308
693.6,158.18504
694,144.5514
694.4,125.25507
694.8,137.74261
695.2,115.01268
695.6,104.87133
696,95.79166
696.4,120.16507
696.8,94.39091
697.2,105.7701
697.6,114.94167
698,111.25299
698.4,80.38292
698.8,70.55856
699.2,119.13881
699.6,66.05567
700,100.27444
700.4,93.28499
700.8,90.72693
701.2,108.38238
701.6,93.94762
702,64.95896
702.4,83.60118
702.8,79.80968
703.2,75.65669
703.6,69.83566
704,50.18226
704.4,28.35607
704.8,68.70333
705.2,66.03752
705.6,63.90463
706,20.73641
706.4,65.74251
706.8,53.14895
707.2,45.32193
707.6,31.11841
708,8.42393
708.4,38.60837
708.8,36.45851
709.2,19.98964
709.6,-3.12542
710,10.20908
710.4,25.85967
710.8,49.85317
711.2,19.40386
711.6,15.41585
712,23.27141
712.4,2.64E+01
712.8,24.31609
713.2,1.41E+01
713.6,1.62E+00
714,-1.37E+00
714.4,1.68E+01
714.8,-4.54E+00
715.2,6.11E+00
715.6,-9.37E+00
716,1.22E+01
716.4,2.80E+01
716.8,1.65E+01
717.2,-1.82E-01
717.6,2.06E+01
718,9.29E+00
718.4,2.31E+01
718.8,-5.37E+00
719.2,1.32E+01
719.6,5.27E-01
720,0.00E+00
720.4,-3.79E+00
720.8,2.99E+01
721.2,-5.21E+00
721.6,5.85E+00
722,-6.04E+00
722.4,1.81E+00
722.8,9.95E+00
723.2,3.83E+01
723.6,3.64E+01
724,5.33E+00
724.4,8.37E+00
724.8,7.80E+00
725.2,7.46E+00
725.6,1.02E+00
726,3.73E-01
726.4,-2.46E+00
726.8,1.20E+01
727.2,-9.54E+00
727.6,2.27E+01
728,-2.21E+01
728.4,-2.03E+01
728.8,-4.88E+01
729.2,-1.40E+00
729.6,-6.73E+00
730,-1.83E+01
730.4,-3.69E+01
730.8,-2.98E+00
731.2,1.25E+01
731.6,25.67983
732,-1.24E+01
732.4,1.73E+00
732.8,8.28E+00
733.2,3.86913
733.6,1.37E+01
734,22.65341
734.4,-0.18983
734.8,22.83964
735.2,6.21545
735.6,13.44614
736,4.09E+01
736.4,6.5176
736.8,54.31789
737.2,12.31069
737.6,-6.60531
738,-18.64801
738.4,-23.61057
738.8,-11.04838
739.2,-13.30244
739.6,-5.56508
740,-47.8048
740.4,-2.67888
740.8,-2.22561
741.2,-12.61552
741.6,-6.38983
742,-5.54645
742.4,-19.31871
742.8,-8.78288
743.2,-16.76984
743.6,-8.32316
744,-0.9052
744.4,-21.29207
744.8,-24.35854
745.2,-7.23723
745.6,-17.47449
746,21.10807
746.4,-5.38994
746.8,26.34323
747.2,-10.31695
747.6,-10.4092
748,16.43493
748.4,-15.40872
748.8,-2.12058
749.2,-12.66077
749.6,-1.68971
750,69.37282
