nm,Chl_a70
396.8,46618.5008
397.2,46924.90419
397.6,47235.69871
398,47663.69917
398.4,48089.91114
398.8,48547.45882
399.2,48992.90367
399.6,49513.34588
400,50084.56826
400.4,50634.2979
400.8,51246.66148
401.2,51844.37096
401.6,52533.50481
402,53162.4674
402.4,53808.9664
402.8,54504.43352
403.2,55155.59875
403.6,55868.47
404,56538.26893
404.4,57240.37072
404.8,57919.02808
405.2,58574.0194
405.6,59220.33926
406,59829.7236
406.4,60466.66418
406.8,61048.02875
407.2,61610.91566
407.6,62132.92063
408,62648.7842
408.4,63141.96807
408.8,63556.57919
409.2,63969.35226
409.6,64381.27286
410,64716.0156
410.4,64995.9693
410.8,65218.32164
411.2,65453.5267
411.6,65657.23815
412,65733.9985
412.4,65880.42671
412.8,65884.38724
413.2,65916.987
413.6,65880.73983
414,65833.63923
414.4,65753.1521
414.8,65625.29543
415.2,65476.04524
415.6,65312.12673
416,65151.23143
416.4,64986.94703
416.8,64768.49689
417.2,64634.94589
417.6,64452.72151
418,64300.75563
418.4,64156.37033
418.8,64077.29907
419.2,64010.44157
419.6,63966.93652
420,64047.5487
420.4,64051.76281
420.8,64199.69236
421.2,64377.12792
421.6,64614.35922
422,64910.95435
422.4,65290.36719
422.8,65676.2896
423.2,66183.76077
423.6,66742.21282
424,67440.02458
424.4,68058.76968
424.8,68792.09862
425.2,69533.82885
425.6,70293.08407
426,71120.46385
426.4,71916.96648
426.8,72773.13832
427.2,73622.046
427.6,74453.43603
428,75282.93013
428.4,76081.64833
428.8,76823.30549
429.2,77579.39312
429.6,78215.29262
430,78828.18208
430.4,79321.03907
430.8,79763.51193
431.2,80083.13917
431.6,80289.91796
432,80360.81437
432.4,80369.8194
432.8,80157.24268
433.2,79807.59347
433.6,79304.30196
434,78655.14925
434.4,77908.26091
434.8,76883.89777
435.2,75778.33046
435.6,74493.74682
436,73052.42165
436.4,71466.99129
436.8,69732.71929
437.2,67897.06686
437.6,65890.4713
438,63885.02156
438.4,61720.45592
438.8,59455.08532
439.2,57209.48841
439.6,54863.72014
440,52501.97614
440.4,50152.14353
440.8,47781.90564
441.2,45371.6524
441.6,43016.94485
442,40731.76367
442.4,38420.62758
442.8,36238.9907
443.2,34113.90021
443.6,32033.22277
444,30011.6545
444.4,28087.18826
444.8,26215.70038
445.2,24430.72832
445.6,22780.54366
446,21193.63745
446.4,19636.61823
446.8,18227.25808
447.2,16881.89778
447.6,15610.58672
448,14443.77722
448.4,13312.88401
448.8,12292.59269
449.2,11353.63649
449.6,10426.03498
450,9615.656186
450.4,8862.360026
450.8,8119.114418
451.2,7440.982833
451.6,6900.943052
452,6327.945588
452.4,5800.070845
452.8,5301.605517
453.2,4892.679012
453.6,4486.512083
454,4155.353478
454.4,3838.264667
454.8,3506.240948
455.2,3251.797426
455.6,2994.77588
456,2721.984579
456.4,2516.530189
456.8,2351.597706
457.2,2190.770225
457.6,2021.892678
458,1868.695116
458.4,1751.949875
458.8,1638.619686
459.2,1520.346037
459.6,1388.766511
460,1332.009451
460.4,1246.284138
460.8,1138.256724
461.2,1068.502304
461.6,982.5995357
462,944.4577136
462.4,902.6581878
462.8,844.4155171
463.2,815.8442433
463.6,758.5185688
464,733.2289387
464.4,720.2609653
464.8,664.5528997
465.2,661.9628325
465.6,633.021738
466,599.1202533
466.4,587.3157854
466.8,540.6990015
467.2,547.0103361
467.6,528.0147006
468,516.3984948
468.4,489.973092
468.8,492.4122061
469.2,439.4741695
469.6,471.4396456
470,442.8275664
470.4,431.260964
470.8,423.523876
471.2,414.5020869
471.6,433.3594755
472,415.6954759
472.4,406.6942331
472.8,409.8066599
473.2,422.2753341
473.6,405.2852906
474,388.1785658
474.4,393.0588192
474.8,404.0530686
475.2,431.8491123
475.6,391.3197089
476,423.4422894
476.4,425.2295832
476.8,409.6813802
477.2,420.4128822
477.6,438.6678131
478,427.9035686
478.4,454.5847873
478.8,472.3528449
479.2,435.0307952
479.6,473.2670197
480,479.9804841
480.4,526.4226115
480.8,504.834561
481.2,505.3499058
481.6,523.7585348
482,522.0231362
482.4,513.40186
482.8,534.9916817
483.2,559.929208
483.6,566.1418983
484,572.8099937
484.4,579.4411471
484.8,639.5514613
485.2,634.3953901
485.6,635.4717494
486,677.1099385
486.4,694.5094504
486.8,673.8607399
487.2,740.8067326
487.6,734.1369955
488,731.7542673
488.4,750.2330234
488.8,776.9328972
489.2,792.332663
489.6,829.0976492
490,833.6221984
490.4,854.3574638
490.8,864.378078
491.2,899.9953279
491.6,902.8505114
492,926.9731436
492.4,962.1049403
492.8,953.6950123
493.2,977.6822547
493.6,960.9775803
494,993.0386568
494.4,988.5637851
494.8,1012.853943
495.2,1000.422893
495.6,1023.770558
496,1033.632175
496.4,1038.019045
496.8,1046.107877
497.2,1050.482991
497.6,1064.37475
498,1043.292255
498.4,1053.467131
498.8,1052.849432
499.2,1063.737025
499.6,1036.382388
500,1078.481334
500.4,1061.106246
500.8,1068.28603
501.2,1057.826739
501.6,1040.458599
502,1069.585078
502.4,1089.733117
502.8,1085.918703
503.2,1065.16614
503.6,1071.952462
504,1085.469973
504.4,1103.647204
504.8,1083.951584
505.2,1100.631447
505.6,1088.455644
506,1084.620855
506.4,1089.124847
506.8,1104.503201
507.2,1115.15701
507.6,1114.742518
508,1114.003636
508.4,1085.57366
508.8,1135.426917
509.2,1116.409673
509.6,1135.35367
510,1141.198976
510.4,1144.460762
510.8,1176.915097
511.2,1182.630026
511.6,1161.938755
512,1207.532632
512.4,1224.025206
512.8,1231.416597
513.2,1255.064795
513.6,1242.43043
514,1273.414611
514.4,1291.35868
514.8,1295.536886
515.2,1325.477662
515.6,1338.480195
516,1368.156819
516.4,1405.912198
516.8,1446.724438
517.2,1458.213044
517.6,1494.536395
518,1509.729865
518.4,1572.875729
518.8,1586.703091
519.2,1597.075342
519.6,1622.721493
520,1695.856261
520.4,1698.195217
520.8,1743.130976
521.2,1785.351609
521.6,1840.410414
522,1859.247526
522.4,1860.233243
522.8,1910.971304
523.2,1945.541571
523.6,1988.990652
524,2028.814615
524.4,2051.24861
524.8,2107.463367
525.2,2153.701913
525.6,2170.002209
526,2206.575632
526.4,2236.525031
526.8,2254.835736
527.2,2295.986648
527.6,2309.15039
528,2324.860274
528.4,2354.156136
528.8,2359.446658
529.2,2404.139337
529.6,2442.673596
530,2455.015191
530.4,2433.294341
530.8,2459.088131
531.2,2519.137941
531.6,2553.404729
532,2549.636781
532.4,2556.74556
532.8,2582.583695
533.2,2591.013732
533.6,2606.488515
534,2619.991559
534.4,2627.896405
534.8,2680.234345
535.2,2666.95123
535.6,2682.344019
536,2679.113536
536.4,2714.513938
536.8,2707.976359
537.2,2694.245817
537.6,2729.149967
538,2729.999461
538.4,2732.856491
538.8,2713.501903
539.2,2738.668965
539.6,2732.93272
540,2750.738115
540.4,2750.800337
540.8,2720.120144
541.2,2738.969901
541.6,2733.606649
542,2710.727153
542.4,2746.526731
542.8,2734.517831
543.2,2739.484447
543.6,2743.420741
544,2710.133603
544.4,2749.60783
544.8,2747.903536
545.2,2711.385553
545.6,2714.058787
546,2717.257589
546.4,2681.56238
546.8,2708.214141
547.2,2735.497709
547.6,2722.155431
548,2734.435581
548.4,2752.854856
548.8,2757.520749
549.2,2774.013659
549.6,2768.376802
550,2790.168174
550.4,2777.994779
550.8,2830.987679
551.2,2839.318453
551.6,2821.228591
552,2870.191668
552.4,2874.57904
552.8,2916.072339
553.2,2951.144343
553.6,2965.37328
554,3003.256686
554.4,3060.675642
554.8,3122.42213
555.2,3119.126528
555.6,3176.53673
556,3212.37146
556.4,3287.020215
556.8,3319.247537
557.2,3379.654468
557.6,3448.010097
558,3525.03335
558.4,3571.781469
558.8,3648.904242
559.2,3739.373415
559.6,3831.810846
560,3906.944098
560.4,3984.581249
560.8,4075.750078
561.2,4144.788641
561.6,4239.168225
562,4316.865147
562.4,4424.252156
562.8,4523.124047
563.2,4641.209245
563.6,4735.413222
564,4850.883533
564.4,4948.704708
564.8,5059.305375
565.2,5178.378943
565.6,5247.985428
566,5374.26999
566.4,5475.010326
566.8,5576.544484
567.2,5711.079976
567.6,5839.677855
568,5902.899916
568.4,6005.957238
568.8,6115.424074
569.2,6207.509649
569.6,6299.380156
570,6410.555734
570.4,6526.26162
570.8,6597.352671
571.2,6684.317778
571.6,6791.628356
572,6876.92521
572.4,6966.182146
572.8,7044.775259
573.2,7143.380451
573.6,7220.556657
574,7317.845327
574.4,7361.970195
574.8,7461.036738
575.2,7515.236725
575.6,7586.181995
576,7648.922153
576.4,7731.262948
576.8,7769.274283
577.2,7820.540361
577.6,7923.81184
578,7949.798021
578.4,8015.416841
578.8,8089.080961
579.2,8126.367848
579.6,8178.012206
580,8226.52506
580.4,8276.488435
580.8,8279.536821
581.2,8349.052892
581.6,8389.229814
582,8400.043676
582.4,8415.662206
582.8,8431.905106
583.2,8453.546379
583.6,8431.24769
584,8460.060617
584.4,8449.610754
584.8,8419.400652
585.2,8448.520449
585.6,8424.916116
586,8421.411809
586.4,8385.678401
586.8,8363.515821
587.2,8334.611046
587.6,8301.683099
588,8281.412922
588.4,8240.246342
588.8,8226.268012
589.2,8177.232767
589.6,8117.764092
590,8098.40613
590.4,8044.403651
590.8,8020.641276
591.2,8004.011641
591.6,8012.7358
592,7987.792954
592.4,7994.274595
592.8,7978.099836
593.2,7968.610531
593.6,7971.708202
594,7952.873403
594.4,7974.042058
594.8,8014.996879
595.2,8050.984364
595.6,8069.916386
596,8143.655282
596.4,8230.425224
596.8,8301.021829
597.2,8392.489308
597.6,8490.067089
598,8587.407907
598.4,8707.395852
598.8,8826.101235
599.2,8963.241531
599.6,9082.233325
600,9236.511037
600.4,9404.135555
600.8,9564.92842
601.2,9728.389464
601.6,9896.736762
602,10052.19072
602.4,10258.7225
602.8,10463.72334
603.2,10648.8341
603.6,10806.19589
604,11002.86985
604.4,11185.59649
604.8,11407.89361
605.2,11584.74009
605.6,11788.37261
606,12008.83469
606.4,12222.73416
606.8,12383.90282
607.2,12582.94351
607.6,12742.58867
608,12970.76326
608.4,13141.91314
608.8,13303.37991
609.2,13488.80232
609.6,13621.73396
610,13812.92378
610.4,13958.90996
610.8,14080.69158
611.2,14223.56973
611.6,14374.06189
612,14501.52809
612.4,14605.75366
612.8,14709.15517
613.2,14822.54919
613.6,14945.05028
614,15007.60773
614.4,15077.8538
614.8,15118.56383
615.2,15173.88935
615.6,15244.00382
616,15283.65559
616.4,15340.43782
616.8,15363.54267
617.2,15389.59751
617.6,15383.99265
618,15387.74699
618.4,15371.61796
618.8,15382.99784
619.2,15369.66503
619.6,15331.47323
620,15325.78929
620.4,15275.25115
620.8,15265.09996
621.2,15208.7089
621.6,15164.24562
622,15078.54618
622.4,15024.67927
622.8,14920.30444
623.2,14844.83498
623.6,14742.47017
624,14651.95115
624.4,14565.24486
624.8,14444.2154
625.2,14330.06693
625.6,14195.27304
626,14062.49204
626.4,13899.86617
626.8,13788.07012
627.2,13606.12584
627.6,13459.27689
628,13312.55669
628.4,13158.23627
628.8,13019.62295
629.2,12826.98604
629.6,12696.85516
630,12550.53171
630.4,12407.10141
630.8,12282.24991
631.2,12118.14287
631.6,11962.86364
632,11848.56038
632.4,11720.17264
632.8,11580.06201
633.2,11479.60477
633.6,11351.748
634,11276.40131
634.4,11200.39049
634.8,11109.31934
635.2,11026.3313
635.6,10973.69563
636,10914.02432
636.4,10901.98671
636.8,10851.56172
637.2,10853.83709
637.6,10856.22839
638,10868.93901
638.4,10926.13861
638.8,10969.43043
639.2,11035.53807
639.6,11133.36347
640,11251.87019
640.4,11370.4022
640.8,11546.16766
641.2,11703.83083
641.6,11904.81201
642,12120.14311
642.4,12363.75825
642.8,12637.32272
643.2,12951.59254
643.6,13279.3846
644,13626.06449
644.4,14011.16054
644.8,14422.34715
645.2,14842.16311
645.6,15368.83036
646,15908.69607
646.4,16478.04103
646.8,17101.87558
647.2,17750.99194
647.6,18469.07383
648,19237.97557
648.4,20026.45952
648.8,20866.35011
649.2,21831.70341
649.6,22795.03561
650,23833.79024
650.4,24971.98447
650.8,26120.39103
651.2,27332.36704
651.6,28631.3307
652,30012.89395
652.4,31392.06769
652.8,32886.42186
653.2,34455.90714
653.6,36072.35504
654,37736.33929
654.4,39461.72192
654.8,41236.94596
655.2,43094.68678
655.6,44927.80874
656,46857.88138
656.4,48780.24281
656.8,50698.3887
657.2,52664.51757
657.6,54592.52964
658,56537.12716
658.4,58418.09672
658.8,60263.76787
659.2,62070.2774
659.6,63812.90158
660,65467.28974
660.4,67066.3459
660.8,68537.97102
661.2,69935.24703
661.6,71100.51142
662,72236.9054
662.4,73192.55219
662.8,73967.14634
663.2,74641.55391
663.6,75135.41144
664,75476.8046
664.4,75556.51437
664.8,75532.43352
665.2,75341.96395
665.6,74930.36929
666,74363.73977
666.4,73620.42864
666.8,72749.58136
667.2,71669.95316
667.6,70467.06647
668,69143.60419
668.4,67665.05972
668.8,66085.40324
669.2,64369.33051
669.6,62558.56845
670,60642.26684
670.4,58735.88762
670.8,56682.82258
671.2,54637.61071
671.6,52521.22719
672,50379.26003
672.4,48284.06122
672.8,46126.57605
673.2,43986.8163
673.6,41901.85962
674,39799.40683
674.4,37791.48367
674.8,35740.58498
675.2,33787.3513
675.6,31901.58037
676,30041.12765
676.4,28307.56513
676.8,26581.50918
677.2,24959.36227
677.6,23398.0529
678,21899.21518
678.4,20447.03053
678.8,19094.0015
679.2,17790.75737
679.6,16606.9262
680,15437.97754
680.4,14357.2419
680.8,13335.96349
681.2,12348.94277
681.6,11468.32798
682,10613.90943
682.4,9851.782472
682.8,9107.385913
683.2,8472.721526
683.6,7828.153011
684,7215.188905
684.4,6678.576097
684.8,6155.474066
685.2,5691.436295
685.6,5252.835117
686,4875.882669
686.4,4487.898728
686.8,4190.457644
687.2,3828.713804
687.6,3550.012488
688,3274.53043
688.4,3077.4591
688.8,2822.987163
689.2,2577.271484
689.6,2439.614094
690,2255.660538
690.4,2088.362109
690.8,1952.6684
691.2,1791.495498
691.6,1679.31329
692,1567.437212
692.4,1452.148165
692.8,1320.942795
693.2,1249.532039
693.6,1170.43749
694,1074.966856
694.4,1024.739133
694.8,966.0167303
695.2,880.1471105
695.6,808.1748912
696,797.7700625
696.4,712.6661155
696.8,641.9784456
697.2,628.8815266
697.6,601.8286158
698,584.7090085
698.4,505.4609132
698.8,463.232923
699.2,461.432324
699.6,420.1997328
700,421.9054788
700.4,418.5200566
700.8,375.168995
701.2,378.9731406
701.6,334.5513353
702,306.9760164
702.4,305.7192664
702.8,266.1241417
703.2,275.0334091
703.6,255.2498937
704,244.2501667
704.4,199.6907766
704.8,215.216556
705.2,216.4787428
705.6,195.4321396
706,156.6499886
706.4,180.7257131
706.8,178.4548108
707.2,137.669629
707.6,138.4815516
708,130.901785
708.4,113.428739
708.8,109.1517461
709.2,116.7854114
709.6,69.071379
710,66.82289519
710.4,83.94926724
710.8,70.3877973
711.2,90.75560163
711.6,54.55835048
712,76.71079343
712.4,6.14E+01
712.8,52.02418205
713.2,6.12E+01
713.6,2.05E+01
714,4.42E+01
714.4,6.22E+01
714.8,3.76E+00
715.2,2.14E+01
715.6,2.28E+01
716,2.68E+01
716.4,4.38E+01
716.8,3.88E+01
717.2,2.90E+01
717.6,3.13E+01
718,4.64E+01
718.4,7.06E+00
718.8,1.34E+01
719.2,6.13E+00
719.6,3.49E+01
720,1.20E+01
720.4,-1.94E+01
720.8,3.65E+01
721.2,4.76E+00
721.6,2.61E+01
722,1.12E+01
722.4,1.02E+01
722.8,2.76E+01
723.2,1.68E+01
723.6,5.00E+01
724,7.79E+00
724.4,1.12E+01
724.8,6.73E+00
725.2,-6.49E+00
725.6,-4.99E+00
726,-1.56E+01
726.4,-2.89E+01
726.8,1.08E+01
727.2,1.48E+00
727.6,4.26E-01
728,-1.23E+01
728.4,-4.56E+01
728.8,-6.05E+01
729.2,-4.31E+01
729.6,-4.55E+01
730,-1.00E+01
730.4,-4.92E+01
730.8,-4.41E+01
731.2,-2.46E+01
731.6,-2.60496148
732,-3.52E+01
732.4,-3.08E+01
732.8,-3.74E+01
733.2,-26.89384612
733.6,-1.24E+01
734,-19.02792366
734.4,-22.76663491
734.8,-10.87918354
735.2,-83.99860254
735.6,-33.73007945
736,-4.56E+01
736.4,-62.67761123
736.8,-6.214207402
737.2,-94.32949106
737.6,-82.48829649
738,-57.44709144
738.4,-110.3538555
738.8,-95.94532464
739.2,-104.5495427
739.6,-45.4047403
740,-122.6143951
740.4,-58.39973944
740.8,-84.58452348
741.2,-81.25828445
741.6,-90.2640404
742,-98.03011196
742.4,-90.35262175
742.8,-82.35822142
743.2,-100.6807206
743.6,-73.54893538
744,-87.94492462
744.4,-133.6815614
744.8,-75.2562348
745.2,-54.34626634
745.6,-90.23915076
746,-91.72175567
746.4,-103.4179207
746.8,-37.42915187
747.2,-111.3378101
747.6,-123.0845063
748,-66.08120768
748.4,-55.42188242
748.8,-88.34853622
749.2,-100.7105008
749.6,-95.97765863
750,-28.87812184
