nm,Chl_b70
462.8,125786.8038
463.2,124720.1303
463.6,123433.4276
464,122015.8342
464.4,120496.9625
464.8,118784.0295
465.2,116987.0997
465.6,115088.2
466,113029.18
466.4,110927.3079
466.8,108716.4724
467.2,106419.5474
467.6,104085.6144
468,101678.911
468.4,99209.70979
468.8,96708.11007
469.2,94169.70853
469.6,91585.37547
470,89017.97045
470.4,86427.23012
470.8,83841.50978
471.2,81247.14012
471.6,78647.35277
472,76064.3432
472.4,73547.84889
472.8,70977.82458
473.2,68466.36879
473.6,66015.8214
474,63574.21982
474.4,61212.50064
474.8,58908.55421
475.2,56558.74809
475.6,54344.18813
476,52158.06508
476.4,50015.25388
476.8,47924.73082
477.2,45912.13374
477.6,43948.31075
478,42058.78744
478.4,40201.75413
478.8,38477.88891
479.2,36686.04977
479.6,35030.99028
480,33411.83177
480.4,31916.52165
480.8,30404.43991
481.2,28997.34882
481.6,27589.47368
482,26289.32486
482.4,25036.3517
482.8,23860.75279
483.2,22716.38066
483.6,21639.30738
484,20564.57358
484.4,19590.36223
484.8,18638.09385
485.2,17733.12447
485.6,16876.98947
486,16064.37894
486.4,15312.85366
486.8,14582.29839
487.2,13878.25481
487.6,13238.79843
488,12596.719
488.4,12013.79835
488.8,11432.28544
489.2,10896.94055
489.6,10434.11068
490,9975.893205
490.4,9523.996001
490.8,9076.962272
491.2,8680.528725
491.6,8319.553011
492,7971.090368
492.4,7662.185742
492.8,7341.454877
493.2,7064.714521
493.6,6773.526231
494,6535.454472
494.4,6292.116253
494.8,6051.332582
495.2,5833.61297
495.6,5638.581524
496,5449.356919
496.4,5295.247745
496.8,5124.546522
497.2,4945.351313
497.6,4798.764365
498,4649.536507
498.4,4525.882134
498.8,4405.504594
499.2,4271.32403
499.6,4176.547029
500,4095.390201
500.4,4025.403131
500.8,3908.735697
501.2,3803.600881
501.6,3739.419316
502,3687.066404
502.4,3614.551483
502.8,3542.490876
503.2,3506.387349
503.6,3425.921436
504,3400.340307
504.4,3325.880622
504.8,3281.228899
505.2,3249.878111
505.6,3219.367795
506,3162.055864
506.4,3151.682956
506.8,3112.136572
507.2,3102.187003
507.6,3067.001092
508,3036.090275
508.4,2997.142305
508.8,2988.733306
509.2,2961.229306
509.6,2944.690289
510,2928.919632
510.4,2921.1064
510.8,2900.052683
511.2,2902.828737
511.6,2855.290222
512,2868.529435
512.4,2834.823286
512.8,2862.425313
513.2,2851.534894
513.6,2854.684132
514,2846.133421
514.4,2838.535061
514.8,2825.216122
515.2,2847.968657
515.6,2841.365224
516,2844.800141
516.4,2828.481095
516.8,2855.421643
517.2,2853.641694
517.6,2898.438985
518,2872.468824
518.4,2898.510903
518.8,2914.596911
519.2,2892.214912
519.6,2930.905434
520,2960.225524
520.4,2969.5111
520.8,2964.227876
521.2,3014.059798
521.6,3049.213752
522,3071.818236
522.4,3059.443739
522.8,3097.745525
523.2,3126.804343
523.6,3160.691806
524,3193.953832
524.4,3236.94925
524.8,3258.231955
525.2,3328.867955
525.6,3337.295022
526,3372.831145
526.4,3415.598716
526.8,3471.506496
527.2,3458.349493
527.6,3510.436134
528,3535.200089
528.4,3590.284223
528.8,3618.990214
529.2,3658.380738
529.6,3736.389866
530,3792.369596
530.4,3830.802671
530.8,3851.421251
531.2,3909.789636
531.6,3978.200454
532,4031.614034
532.4,4092.062164
532.8,4156.285001
533.2,4226.821896
533.6,4255.212506
534,4300.579847
534.4,4369.087123
534.8,4412.15449
535.2,4459.895034
535.6,4533.549014
536,4557.785263
536.4,4611.923385
536.8,4668.264797
537.2,4729.014191
537.6,4781.432813
538,4838.840023
538.4,4890.306326
538.8,4949.993974
539.2,4942.434006
539.6,5012.21679
540,5100.086711
540.4,5125.387422
540.8,5121.881501
541.2,5149.789564
541.6,5229.362496
542,5244.719878
542.4,5261.724711
542.8,5302.341796
543.2,5335.965472
543.6,5386.694427
544,5367.582531
544.4,5434.042409
544.8,5464.816644
545.2,5456.92218
545.6,5496.858479
546,5516.612343
546.4,5533.112704
546.8,5537.892402
547.2,5563.229154
547.6,5570.40793
548,5610.089427
548.4,5620.746938
548.8,5627.966885
549.2,5641.058046
549.6,5681.537503
550,5664.518423
550.4,5702.912942
550.8,5706.138181
551.2,5714.423699
551.6,5707.531909
552,5726.817342
552.4,5719.139124
552.8,5741.663912
553.2,5749.372878
553.6,5751.21589
554,5753.062628
554.4,5770.852582
554.8,5806.755649
555.2,5784.941186
555.6,5810.936932
556,5812.476065
556.4,5826.399986
556.8,5862.425159
557.2,5834.874594
557.6,5857.473948
558,5876.745233
558.4,5877.622856
558.8,5915.96846
559.2,5962.317922
559.6,5970.85187
560,6000.789521
560.4,6033.420916
560.8,6062.886311
561.2,6088.499788
561.6,6121.497995
562,6143.565722
562.4,6192.734924
562.8,6223.249097
563.2,6270.150541
563.6,6322.519169
564,6323.018348
564.4,6381.957046
564.8,6410.105761
565.2,6445.312387
565.6,6487.759579
566,6506.795209
566.4,6535.81021
566.8,6564.674544
567.2,6594.417842
567.6,6649.452997
568,6643.241994
568.4,6658.903124
568.8,6731.330674
569.2,6745.285374
569.6,6763.210341
570,6828.866998
570.4,6832.725124
570.8,6882.837823
571.2,6888.470736
571.6,6943.527815
572,6955.705212
572.4,6980.73436
572.8,6986.981272
573.2,7023.133878
573.6,7031.514644
574,7085.718509
574.4,7117.263649
574.8,7137.895268
575.2,7163.503584
575.6,7193.106607
576,7206.318665
576.4,7280.780965
576.8,7261.375613
577.2,7314.38118
577.6,7391.359472
578,7380.333808
578.4,7457.587388
578.8,7501.150373
579.2,7544.441762
579.6,7569.918689
580,7645.357716
580.4,7717.608851
580.8,7777.166288
581.2,7849.319527
581.6,7918.304221
582,8006.466288
582.4,8094.273113
582.8,8162.596196
583.2,8267.619001
583.6,8323.063248
584,8461.313216
584.4,8561.424902
584.8,8675.506582
585.2,8787.903693
585.6,8875.858338
586,9012.642529
586.4,9118.387128
586.8,9215.980176
587.2,9346.562349
587.6,9440.591415
588,9558.603661
588.4,9697.535822
588.8,9785.698936
589.2,9910.349446
589.6,10003.92446
590,10088.69131
590.4,10183.41671
590.8,10325.38238
591.2,10419.56358
591.6,10500.63029
592,10605.48576
592.4,10702.39672
592.8,10786.72733
593.2,10846.14713
593.6,10895.58636
594,10947.28822
594.4,10989.88581
594.8,11032.79628
595.2,11083.58816
595.6,11105.97781
596,11170.42855
596.4,11158.54438
596.8,11215.48577
597.2,11199.40862
597.6,11204.76768
598,11211.3107
598.4,11199.49874
598.8,11179.93289
599.2,11168.69372
599.6,11106.12324
600,11088.66275
600.4,11050.39328
600.8,10977.43424
601.2,10925.88043
601.6,10869.42963
602,10803.02807
602.4,10731.7422
602.8,10647.74873
603.2,10564.03582
603.6,10479.2522
604,10400.81722
604.4,10295.70433
604.8,10215.40588
605.2,10121.75882
605.6,10028.76546
606,9942.794001
606.4,9900.49251
606.8,9794.894393
607.2,9692.092914
607.6,9601.659396
608,9569.795313
608.4,9478.697639
608.8,9413.640834
609.2,9342.87103
609.6,9267.450202
610,9207.842381
610.4,9150.257809
610.8,9103.04997
611.2,9087.256341
611.6,9049.350841
612,9008.58835
612.4,8968.465444
612.8,8924.543293
613.2,8922.463679
613.6,8902.366201
614,8882.353712
614.4,8885.692171
614.8,8825.746944
615.2,8864.265139
615.6,8881.070589
616,8836.887134
616.4,8857.363057
616.8,8852.707949
617.2,8856.424853
617.6,8845.526558
618,8865.494152
618.4,8855.39006
618.8,8896.320013
619.2,8871.64196
619.6,8913.978547
620,8921.736459
620.4,8959.747435
620.8,8984.936136
621.2,9018.169897
621.6,9072.280997
622,9134.349523
622.4,9150.955196
622.8,9234.648963
623.2,9301.447061
623.6,9402.585732
624,9449.377549
624.4,9574.822035
624.8,9690.269311
625.2,9827.494909
625.6,9943.526351
626,10125.73699
626.4,10271.42818
626.8,10478.65127
627.2,10698.43652
627.6,10915.73792
628,11169.65647
628.4,11429.04838
628.8,11738.84504
629.2,12050.98389
629.6,12424.64063
630,12793.72443
630.4,13205.1178
630.8,13637.10675
631.2,14097.97164
631.6,14574.73968
632,15125.76142
632.4,15694.65542
632.8,16262.31636
633.2,16895.02652
633.6,17559.59316
634,18249.59957
634.4,18977.19998
634.8,19775.75809
635.2,20583.92992
635.6,21427.95696
636,22298.75568
636.4,23220.65277
636.8,24164.56894
637.2,25163.27177
637.6,26137.51753
638,27195.42118
638.4,28253.03173
638.8,29294.76426
639.2,30409.00235
639.6,31492.67109
640,32590.94503
640.4,33697.92983
640.8,34808.15341
641.2,35850.5941
641.6,36946.43566
642,37949.98364
642.4,38968.86048
642.8,39947.88067
643.2,40856.2139
643.6,41695.83699
644,42513.08976
644.4,43254.01122
644.8,43892.44231
645.2,44460.56865
645.6,44995.98856
646,45416.33961
646.4,45711.01236
646.8,45945.41044
647.2,46027.68375
647.6,46074.61277
648,45994.84137
648.4,45811.09529
648.8,45523.17089
649.2,45174.34339
649.6,44712.60337
650,44144.91862
650.4,43493.99777
650.8,42816.31207
651.2,41977.4701
651.6,41079.30642
652,40160.81349
652.4,39149.14276
652.8,38143.44984
653.2,37013.52856
653.6,35865.68851
654,34711.29843
654.4,33541.099
654.8,32341.42322
655.2,31132.24648
655.6,29913.19515
656,28702.08534
656.4,27516.5842
656.8,26351.66538
657.2,25170.87983
657.6,23995.05007
658,22864.66594
658.4,21764.21586
658.8,20694.02144
659.2,19626.72526
659.6,18623.74734
660,17644.95025
660.4,16715.88745
660.8,15805.56414
661.2,14944.64307
661.6,14052.59076
662,13257.6002
662.4,12474.87066
662.8,11753.58803
663.2,11073.92891
663.6,10433.72864
664,9852.941871
664.4,9269.856403
664.8,8721.421558
665.2,8196.767538
665.6,7699.944401
666,7245.898148
666.4,6758.177572
666.8,6356.78409
667.2,5950.539876
667.6,5620.553268
668,5280.874376
668.4,4957.679113
668.8,4629.078293
669.2,4339.515693
669.6,4062.875355
670,3820.178158
670.4,3586.153779
670.8,3343.455013
671.2,3140.327171
671.6,2930.646022
672,2760.775044
672.4,2594.454751
672.8,2437.794621
673.2,2250.518341
673.6,2137.246191
674,2034.085578
674.4,1873.890583
674.8,1717.179344
675.2,1666.796067
675.6,1544.932387
676,1449.974565
676.4,1359.617017
676.8,1275.807647
677.2,1192.025662
677.6,1128.231064
678,1062.390084
678.4,985.235971
678.8,909.7278714
679.2,873.4562896
679.6,823.1614613
680,808.119792
680.4,710.0375936
680.8,688.3027256
681.2,627.0514055
681.6,569.7585212
682,547.6778876
682.4,531.5008842
682.8,505.9089684
683.2,499.6320344
683.6,473.1816101
684,423.2818264
684.4,415.4004015
684.8,379.7626592
685.2,327.3201812
685.6,361.6021683
686,303.9529633
686.4,318.4727837
686.8,285.5895863
687.2,253.3781694
687.6,262.9246545
688,214.6270984
688.4,221.5425506
688.8,247.1561596
689.2,218.2916941
689.6,207.3571266
690,188.9087082
690.4,198.5593914
690.8,165.33038
691.2,170.4492
691.6,152.5441573
692,150.4318162
692.4,188.1401821
692.8,129.3717273
693.2,138.8469245
693.6,113.5159147
694,137.4450211
694.4,109.6655729
694.8,128.093336
695.2,128.2922639
695.6,82.66296921
696,65.95840971
696.4,103.2576533
696.8,78.23285774
697.2,88.08433268
697.6,111.7852665
698,68.45392532
698.4,36.58498394
698.8,62.40778235
699.2,105.6668181
699.6,33.82193175
700,78.42783462
700.4,44.27463908
700.8,74.86161803
701.2,85.36826093
701.6,79.87031197
702,30.60490851
702.4,77.77197865
702.8,59.32895392
703.2,55.77043314
703.6,19.6933503
704,14.5448736
704.4,-3.076936906
704.8,26.90775557
705.2,37.34931074
705.6,18.77385776
706,-33.55872596
706.4,45.42709938
706.8,11.60571671
707.2,-5.099182766
707.6,22.9554091
708,-51.27900813
708.4,16.93257131
708.8,-0.093108112
709.2,-18.41298234
709.6,-19.27386772
710,-20.04808996
710.4,13.26728433
710.8,37.06571838
711.2,7.009212184
711.6,2.551692493
712,6.351477493
712.4,-8.79E+00
712.8,12.79176848
713.2,-1.19E+01
713.6,-2.12E+01
714,-3.10E+01
714.4,-2.48E+01
714.8,-2.51E+01
715.2,-4.17E+01
715.6,-5.22E+01
716,-1.86E+01
716.4,3.27E+01
716.8,5.05E+00
717.2,-2.49E+01
717.6,8.32E+00
718,-1.50E+01
718.4,1.60E+01
718.8,-2.25E+01
719.2,-9.47E+00
719.6,-5.89E+00
720,-6.92E-10
720.4,-7.47E+00
720.8,4.20E+01
721.2,-2.90E+01
721.6,1.80E+00
722,-2.40E+01
722.4,4.35E+00
722.8,1.15E+01
723.2,5.44E+01
723.6,3.83E+01
724,1.18E+01
724.4,1.17E+01
724.8,-2.69E+00
725.2,9.84E+00
725.6,2.12E+01
726,7.62E+00
726.4,-9.47E+00
726.8,2.47E+01
727.2,-4.08E+00
727.6,5.84E+01
728,-9.58E+00
728.4,4.73E+00
728.8,-3.25E+01
729.2,1.83E+01
729.6,3.02E+01
730,9.17E+00
730.4,-1.81E+01
730.8,1.63E+01
731.2,4.26E+01
731.6,44.34436761
732,7.42E+00
732.4,2.94E+01
732.8,8.92E+00
733.2,14.96574367
733.6,2.17E+01
734,34.08347654
734.4,12.43819196
734.8,39.37925386
735.2,30.76252846
735.6,3.566267848
736,4.78E+01
736.4,32.737667
736.8,59.24278804
737.2,11.3062006
737.6,-17.63907691
738,-53.58404726
738.4,-27.75413617
738.8,-21.14054877
739.2,-30.84151055
739.6,-25.85868034
740,-56.41075553
740.4,-0.946636164
740.8,-16.5164062
741.2,-27.3729981
741.6,-12.68673499
742,-24.10695373
742.4,-19.5250679
742.8,-40.04715579
743.2,-6.317126225
743.6,-14.86588121
744,4.882005867
744.4,-26.94773549
744.8,-21.88745521
745.2,-9.238830046
745.6,-37.47684003
746,56.85241937
746.4,-19.04101313
746.8,25.02947825
747.2,-5.914057814
747.6,-5.974688245
748,19.11470813
748.4,15.17378183
748.8,-9.1579332
749.2,-6.917243087
749.6,-0.387348863
750,-64.93366865
